earnmth,edu11,gender,age_gr,regs,lnghome
50000, Lower Secondary or less,2,aged 50+,KZ1,rus
95000,Tertiary,2,aged 50+,KZ1,rus
130000,Tertiary,1,aged 16 to 29,KZ1,rus
100000,Tertiary,2,aged 30 to 50,KZ1,rus
4583.333333333333,Vocational,1,aged 30 to 50,,
140000,Tertiary,2,aged 30 to 50,KZ1,rus
180000,Tertiary,2,aged 50+,KZ1,kaz
50000, Lower Secondary or less,1,aged 16 to 29,KZ1,rus
90000, Lower Secondary or less,1,aged 30 to 50,KZ1,rus
200000,Tertiary,1,aged 16 to 29,KZ1,rus
90000,Vocational,2,aged 16 to 29,KZ1,kaz
220000,Tertiary,2,aged 16 to 29,KZ1,rus
220000,Tertiary,1,aged 30 to 50,KZ1,rus
200000,Tertiary,1,aged 16 to 29,KZ1,rus
70000,Vocational,2,aged 16 to 29,KZ1,kaz
98000,Tertiary,1,aged 30 to 50,KZ1,rus
80000,Tertiary,2,aged 30 to 50,KZ1,kaz
48000,Tertiary,1,aged 16 to 29,KZ1,rus
120000,Tertiary,1,aged 30 to 50,KZ1,rus
75000,Vocational,1,aged 16 to 29,KZ1,rus
160000,Tertiary,1,aged 30 to 50,KZ1,rus
80000,Vocational,1,aged 50+,KZ1,kaz
170000,Tertiary,2,aged 30 to 50,KZ1,kaz
100000,Tertiary,2,aged 50+,KZ1,kaz
32500,Tertiary,2,aged 16 to 29,KZ1,kaz
180000,Vocational,1,aged 30 to 50,KZ1,rus
140000,Vocational,1,aged 50+,KZ1,other
80000,Vocational,1,aged 50+,KZ1,rus
220000,Tertiary,2,aged 30 to 50,KZ1,kaz
150000,Tertiary,2,aged 30 to 50,KZ1,kaz
70000,Vocational,1,aged 16 to 29,KZ1,rus
70000, Lower Secondary or less,1,aged 16 to 29,KZ1,kaz
110000,Vocational,1,aged 50+,KZ1,kaz
240000,Tertiary,1,aged 16 to 29,KZ1,kaz
200000,Tertiary,1,aged 16 to 29,KZ1,rus
173333.3333333333,Tertiary,2,aged 30 to 50,KZ1,rus
120000,Tertiary,1,aged 30 to 50,KZ1,rus
130000,Tertiary,1,aged 16 to 29,KZ1,kaz
110000,Tertiary,1,aged 16 to 29,KZ1,kaz
173333.3333333333,Tertiary,1,aged 16 to 29,KZ1,rus
195000,Tertiary,1,aged 16 to 29,KZ1,kaz
140833.3333333333,Vocational,2,aged 16 to 29,KZ1,rus
80000,Tertiary,2,aged 30 to 50,KZ1,rus
100000,Vocational,2,aged 30 to 50,KZ1,kaz
124800, Lower Secondary or less,2,aged 16 to 29,KZ1,kaz
108333.3333333333, Lower Secondary or less,1,aged 16 to 29,KZ1,kaz
80000,Vocational,2,aged 50+,KZ1,rus
130000,Tertiary,1,aged 30 to 50,KZ1,rus
2080,Tertiary,1,aged 30 to 50,KZ1,kaz
150000,Vocational,1,aged 16 to 29,KZ1,rus
130000,Tertiary,1,aged 16 to 29,KZ1,kaz
130000,Tertiary,1,aged 16 to 29,KZ1,rus
110000,Tertiary,1,aged 16 to 29,KZ1,rus
85000,Tertiary,2,aged 16 to 29,KZ1,kaz
140269.7495183045,Tertiary,2,aged 30 to 50,KZ1,rus
150289.0173410405, Lower Secondary or less,2,aged 30 to 50,KZ1,kaz
250000,Tertiary,1,aged 16 to 29,KZ1,rus
109200,Tertiary,1,aged 16 to 29,KZ1,kaz
140000,Vocational,1,aged 30 to 50,KZ1,rus
65000,Vocational,1,aged 16 to 29,KZ1,rus
115000,Vocational,1,aged 30 to 50,KZ1,kaz
80000,Tertiary,2,aged 30 to 50,KZ1,kaz
100000,Vocational,2,aged 30 to 50,KZ1,rus
65000,Tertiary,2,aged 16 to 29,KZ1,rus
80000,Tertiary,2,aged 16 to 29,KZ1,kaz
100000,Tertiary,2,aged 30 to 50,KZ1,rus
150000,Tertiary,2,aged 30 to 50,KZ1,rus
45000,Tertiary,1,aged 16 to 29,KZ1,other
90000,Tertiary,2,aged 16 to 29,KZ1,rus
95000,Tertiary,2,aged 50+,KZ1,rus
75000,Vocational,1,aged 16 to 29,KZ1,rus
50000,Vocational,1,aged 16 to 29,KZ1,kaz
140000,Tertiary,1,aged 16 to 29,KZ1,rus
50000,Vocational,1,aged 16 to 29,KZ1,rus
150000,Tertiary,1,aged 30 to 50,KZ1,rus
310000,Vocational,1,aged 30 to 50,KZ1,kaz
75000,Tertiary,2,aged 30 to 50,KZ1,rus
80000, Lower Secondary or less,1,aged 50+,KZ1,kaz
150000,Vocational,1,aged 16 to 29,KZ1,rus
200000,Tertiary,2,aged 30 to 50,KZ1,kaz
98000,Tertiary,2,aged 30 to 50,KZ1,rus
110000,Vocational,2,aged 50+,KZ1,rus
100000,Tertiary,2,aged 30 to 50,KZ1,kaz
33000,Vocational,1,aged 16 to 29,KZ1,kaz
200000,Vocational,1,aged 30 to 50,KZ1,kaz
90000,Vocational,1,aged 30 to 50,KZ1,rus
100000,Tertiary,1,aged 16 to 29,KZ1,rus
120000,Tertiary,1,aged 30 to 50,KZ1,kaz
55000,Vocational,2,aged 50+,KZ1,rus
230000,Tertiary,2,aged 30 to 50,KZ1,rus
60000,Vocational,1,aged 16 to 29,KZ1,rus
180000,Tertiary,2,aged 50+,KZ1,kaz
100000,Tertiary,2,aged 50+,KZ1,rus
170000,Tertiary,2,aged 30 to 50,KZ1,rus
75000,Tertiary,2,aged 16 to 29,KZ1,kaz
120000,Vocational,2,aged 30 to 50,KZ1,rus
70000,Tertiary,2,aged 50+,KZ1,kaz
80000,Vocational,2,aged 30 to 50,KZ1,kaz
250000, Lower Secondary or less,1,aged 16 to 29,KZ1,rus
170000,Tertiary,1,aged 30 to 50,KZ1,
86666.66666666667,Upper Secondary,2,aged 30 to 50,KZ1,rus
90000,Vocational,2,aged 30 to 50,KZ1,rus
86666.66666666667, Lower Secondary or less,2,aged 16 to 29,KZ1,rus
175000,Tertiary,1,aged 30 to 50,KZ1,rus
250000,Tertiary,1,aged 30 to 50,KZ1,rus
75000,Tertiary,2,aged 16 to 29,KZ1,rus
150000,Tertiary,2,aged 50+,KZ1,rus
200000,Tertiary,1,aged 30 to 50,KZ1,rus
180000,Tertiary,2,aged 30 to 50,KZ1,rus
120000,Tertiary,1,aged 16 to 29,KZ1,rus
195000,Tertiary,1,aged 30 to 50,KZ1,rus
100000,Tertiary,2,aged 16 to 29,KZ1,rus
80000,Tertiary,1,aged 16 to 29,KZ1,kaz
140000,Tertiary,1,aged 16 to 29,KZ1,rus
170000,Vocational,1,aged 50+,KZ1,rus
88169.55684007706,Upper Secondary,2,aged 16 to 29,KZ1,rus
160000,Tertiary,2,aged 50+,KZ1,rus
130000,Tertiary,2,aged 30 to 50,KZ1,rus
58000,Tertiary,2,aged 16 to 29,KZ3,rus
65000,Vocational,2,aged 30 to 50,KZ3,rus
100000,Tertiary,2,aged 30 to 50,KZ3,kaz
100000,Tertiary,1,aged 30 to 50,KZ3,rus
74000,Tertiary,2,aged 30 to 50,KZ3,rus
45000,Vocational,1,aged 50+,KZ3,rus
45000,Upper Secondary,1,aged 30 to 50,KZ3,rus
80000,Vocational,2,aged 50+,KZ3,rus
60000,Vocational,1,aged 30 to 50,KZ3,rus
30000,Vocational,2,aged 30 to 50,KZ3,kaz
50000,Vocational,1,aged 50+,KZ3,rus
100000,Vocational,1,aged 30 to 50,KZ3,
150000,Tertiary,1,aged 30 to 50,KZ3,rus
70000,Tertiary,1,aged 30 to 50,KZ3,rus
35000,Vocational,2,aged 50+,KZ3,rus
60000,Tertiary,1,aged 30 to 50,KZ3,rus
90000,Tertiary,2,aged 30 to 50,KZ3,rus
80000,Tertiary,2,aged 50+,KZ3,rus
50000,Vocational,2,aged 30 to 50,KZ3,rus
95000,Tertiary,1,aged 30 to 50,KZ3,rus
80000,Vocational,2,aged 30 to 50,KZ3,kaz
48000,Vocational,1,aged 50+,KZ3,rus
90000,Vocational,2,aged 50+,KZ3,rus
110000,Tertiary,2,aged 30 to 50,KZ3,kaz
119166.6666666667, Lower Secondary or less,2,aged 30 to 50,KZ3,rus
130000,Tertiary,2,aged 30 to 50,KZ3,kaz
43333.33333333334,Tertiary,1,aged 50+,KZ3,rus
90000,Tertiary,1,aged 50+,KZ3,rus
93166.66666666667,Upper Secondary,2,aged 30 to 50,KZ3,kaz
120000,Tertiary,2,aged 50+,KZ3,rus
64000,Tertiary,2,aged 30 to 50,KZ3,rus
280000,Upper Secondary,1,aged 30 to 50,KZ3,rus
85000,Tertiary,2,aged 30 to 50,KZ3,rus
151666.6666666667,Vocational,1,aged 30 to 50,KZ3,kaz
150000,Vocational,1,aged 30 to 50,KZ3,kaz
36833.33333333334, Lower Secondary or less,2,aged 50+,KZ3,rus
90000,Vocational,1,aged 30 to 50,KZ3,rus
180000, Lower Secondary or less,1,aged 16 to 29,KZ3,rus
80000,Vocational,2,aged 16 to 29,KZ3,kaz
45000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
78000,Tertiary,2,aged 30 to 50,KZ3,rus
130000,Tertiary,2,aged 30 to 50,KZ3,kaz
140833.3333333333,Tertiary,1,aged 16 to 29,KZ3,kaz
70000,Tertiary,2,aged 30 to 50,KZ3,rus
90000,Vocational,1,aged 16 to 29,KZ3,kaz
120000,Tertiary,2,aged 30 to 50,KZ3,rus
60000,Tertiary,2,aged 30 to 50,KZ3,rus
50000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
60000,Vocational,1,aged 30 to 50,KZ3,kaz
68000,Upper Secondary,1,aged 30 to 50,KZ3,rus
90000,Vocational,1,aged 30 to 50,KZ3,rus
90000,Vocational,1,aged 30 to 50,KZ3,kaz
40000,Tertiary,1,aged 30 to 50,KZ3,kaz
38000,Vocational,2,aged 50+,KZ3,rus
30000,Vocational,2,aged 16 to 29,KZ3,rus
60000,Tertiary,1,aged 30 to 50,KZ3,kaz
90000,Tertiary,1,aged 30 to 50,KZ3,rus
70000,Vocational,1,aged 16 to 29,KZ3,kaz
60000, Lower Secondary or less,1,aged 30 to 50,KZ3,kaz
38000,Upper Secondary,2,aged 30 to 50,KZ3,kaz
175337.1868978805,Vocational,2,aged 16 to 29,KZ3,rus
30000,Vocational,2,aged 30 to 50,KZ3,rus
130000,Tertiary,1,aged 30 to 50,KZ3,kaz
110000,Tertiary,2,aged 30 to 50,KZ3,kaz
28000,Tertiary,2,aged 30 to 50,KZ3,kaz
45000,Upper Secondary,2,aged 30 to 50,KZ3,rus
65000,Vocational,1,aged 30 to 50,KZ3,rus
18000, Lower Secondary or less,2,aged 30 to 50,KZ3,kaz
35000,Vocational,1,aged 30 to 50,KZ3,kaz
35000,Vocational,2,aged 30 to 50,KZ3,kaz
30000,Vocational,2,aged 50+,KZ3,rus
30000, Lower Secondary or less,2,aged 30 to 50,KZ3,rus
18000, Lower Secondary or less,2,aged 16 to 29,KZ3,kaz
23000,Tertiary,2,aged 30 to 50,KZ3,kaz
65000,Vocational,1,aged 16 to 29,KZ3,kaz
50000,Vocational,1,aged 30 to 50,KZ3,rus
65000,Vocational,2,aged 50+,KZ3,kaz
90000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
40000,Vocational,2,aged 30 to 50,KZ3,kaz
70000,Vocational,1,aged 50+,KZ3,kaz
60000,Tertiary,1,aged 16 to 29,KZ3,kaz
50000,Tertiary,2,aged 30 to 50,KZ3,kaz
60000,Tertiary,1,aged 30 to 50,KZ3,kaz
25000,Tertiary,2,aged 16 to 29,KZ3,kaz
70000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
45000,Vocational,1,aged 30 to 50,KZ3,rus
65000,Tertiary,2,aged 30 to 50,KZ3,rus
40000,Vocational,1,aged 50+,KZ3,rus
70000,Vocational,2,aged 16 to 29,KZ3,kaz
70000,Tertiary,2,aged 16 to 29,KZ3,kaz
90000,Vocational,1,aged 30 to 50,KZ3,rus
136000,Tertiary,2,aged 30 to 50,KZ3,rus
280000,Tertiary,1,aged 30 to 50,KZ3,rus
87000,Tertiary,1,aged 30 to 50,KZ3,rus
120000,Vocational,1,aged 16 to 29,KZ3,rus
70000, Lower Secondary or less,1,aged 50+,KZ3,kaz
92000,Tertiary,2,aged 30 to 50,KZ3,rus
70000,Tertiary,2,aged 30 to 50,KZ3,rus
120000,Tertiary,2,aged 16 to 29,KZ3,rus
150000,Vocational,1,aged 16 to 29,KZ3,rus
160000,Vocational,1,aged 50+,KZ3,rus
100000,Tertiary,2,aged 30 to 50,KZ3,rus
210000,Tertiary,2,aged 30 to 50,KZ3,rus
100000,Vocational,1,aged 30 to 50,KZ3,kaz
50000,Tertiary,2,aged 30 to 50,KZ3,rus
200000,Vocational,1,aged 50+,KZ3,rus
100000,Vocational,1,aged 30 to 50,KZ3,rus
180000,Vocational,2,aged 30 to 50,KZ3,kaz
120000,Tertiary,1,aged 16 to 29,KZ3,kaz
130000,Vocational,1,aged 30 to 50,KZ3,rus
120000,Vocational,1,aged 16 to 29,KZ3,rus
80000,Tertiary,2,aged 30 to 50,KZ3,rus
120000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
70000,Vocational,1,aged 16 to 29,KZ3,rus
40000, Lower Secondary or less,2,aged 50+,KZ3,rus
35000,Vocational,2,aged 30 to 50,KZ3,rus
120000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
40000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
70000,Tertiary,2,aged 16 to 29,KZ3,rus
70000,Vocational,2,aged 16 to 29,KZ3,kaz
70000,Tertiary,2,aged 30 to 50,KZ3,rus
100000,Vocational,1,aged 30 to 50,KZ3,kaz
55000,Tertiary,2,aged 16 to 29,KZ3,rus
45000,Vocational,1,aged 16 to 29,KZ3,rus
86666.66666666667,Upper Secondary,2,aged 16 to 29,KZ3,rus
60000, Lower Secondary or less,1,aged 16 to 29,KZ3,rus
75000,Vocational,2,aged 50+,KZ3,kaz
173333.3333333333, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
32000,Vocational,1,aged 50+,KZ3,kaz
65000,Vocational,2,aged 30 to 50,KZ3,rus
150000, Lower Secondary or less,1,aged 30 to 50,KZ3,rus
70000,Vocational,2,aged 30 to 50,KZ3,rus
60000,Vocational,2,aged 50+,KZ3,rus
90000,Vocational,2,aged 30 to 50,KZ3,rus
90000,Vocational,1,aged 16 to 29,KZ3,rus
100000,Tertiary,1,aged 30 to 50,KZ3,rus
35000,Vocational,2,aged 50+,KZ3,rus
89500,Tertiary,2,aged 30 to 50,KZ3,rus
100000,Tertiary,1,aged 16 to 29,KZ3,kaz
86666.66666666667,Vocational,2,aged 50+,KZ3,rus
60000,Vocational,1,aged 30 to 50,KZ3,rus
40000,Vocational,2,aged 30 to 50,KZ3,rus
48000,Vocational,1,aged 16 to 29,KZ3,kaz
80000,Vocational,2,aged 30 to 50,KZ3,rus
90000,Vocational,2,aged 16 to 29,KZ3,kaz
45000, Lower Secondary or less,2,aged 30 to 50,KZ3,kaz
100000,Tertiary,2,aged 30 to 50,KZ3,kaz
50000,Vocational,1,aged 30 to 50,KZ3,kaz
200000,Tertiary,2,aged 16 to 29,KZ3,kaz
60000,Vocational,2,aged 50+,KZ3,rus
48000,Vocational,2,aged 30 to 50,KZ3,kaz
150000,Tertiary,1,aged 30 to 50,KZ3,rus
130000, Lower Secondary or less,1,aged 30 to 50,KZ3,kaz
60000,Vocational,2,aged 50+,KZ3,kaz
100000,Vocational,1,aged 16 to 29,KZ3,kaz
90000,Vocational,2,aged 30 to 50,KZ4,kaz
45000,Vocational,1,aged 50+,KZ4,rus
60000,Vocational,2,aged 16 to 29,KZ4,kaz
100000,Tertiary,2,aged 30 to 50,KZ4,rus
45000, Lower Secondary or less,1,aged 50+,KZ4,kaz
70000,Vocational,2,aged 50+,KZ4,kaz
90000,Vocational,1,aged 50+,KZ4,kaz
55000,Tertiary,1,aged 16 to 29,KZ4,kaz
50000,Vocational,2,aged 16 to 29,KZ4,kaz
150000, Lower Secondary or less,1,aged 50+,KZ4,kaz
180000,Tertiary,1,aged 30 to 50,KZ4,rus
65000,Vocational,1,aged 30 to 50,KZ4,kaz
120000,Tertiary,1,aged 30 to 50,KZ4,kaz
35500,Vocational,2,aged 50+,KZ4,rus
110000,Tertiary,2,aged 30 to 50,KZ4,rus
45500,Vocational,1,aged 30 to 50,KZ4,kaz
75000,Tertiary,1,aged 30 to 50,KZ4,rus
55000,Vocational,2,aged 30 to 50,KZ4,rus
120000,Tertiary,2,aged 30 to 50,KZ4,kaz
60, Lower Secondary or less,2,aged 30 to 50,KZ4,kaz
100000,Tertiary,2,aged 30 to 50,KZ4,kaz
312000,Upper Secondary,2,aged 30 to 50,KZ4,rus
86666.66666666667,Tertiary,2,aged 50+,KZ4,rus
90000,Tertiary,1,aged 30 to 50,KZ4,rus
90000,Tertiary,2,aged 30 to 50,KZ4,kaz
104000,Vocational,2,aged 30 to 50,KZ4,kaz
100000,Tertiary,2,aged 50+,KZ4,rus
50000,Vocational,2,aged 50+,KZ4,rus
75833.33333333333, Lower Secondary or less,1,aged 50+,KZ4,kaz
45000, Lower Secondary or less,2,aged 30 to 50,KZ4,kaz
50000,Tertiary,2,aged 30 to 50,KZ4,rus
90000,Upper Secondary,1,aged 16 to 29,KZ4,kaz
50000,Vocational,2,aged 30 to 50,KZ4,kaz
50000,Vocational,2,aged 50+,KZ4,kaz
43333.33333333334,Upper Secondary,1,aged 16 to 29,KZ4,kaz
90000,Tertiary,2,aged 50+,KZ4,rus
100000,Tertiary,1,aged 16 to 29,KZ4,rus
130000,Vocational,2,aged 50+,KZ4,kaz
100000,Upper Secondary,1,aged 50+,KZ4,rus
150000,Vocational,1,aged 16 to 29,KZ4,rus
55000,Vocational,1,aged 30 to 50,KZ4,kaz
100000,Vocational,2,aged 16 to 29,KZ4,kaz
60000,Tertiary,1,aged 16 to 29,KZ4,kaz
35000,Upper Secondary,1,aged 50+,KZ4,rus
50000,Tertiary,2,aged 30 to 50,KZ4,rus
280000,Tertiary,1,aged 30 to 50,KZ4,rus
35000, Lower Secondary or less,1,aged 50+,KZ4,kaz
60000,Vocational,1,aged 30 to 50,KZ4,kaz
90000,Tertiary,2,aged 30 to 50,KZ4,kaz
150000,Tertiary,2,aged 30 to 50,KZ4,kaz
120000,Tertiary,1,aged 30 to 50,KZ4,kaz
70000,Vocational,2,aged 30 to 50,KZ4,kaz
75000, Lower Secondary or less,2,aged 30 to 50,KZ4,rus
60000,Vocational,2,aged 16 to 29,KZ4,kaz
50000,Upper Secondary,2,aged 30 to 50,KZ4,rus
65000,Vocational,2,aged 30 to 50,KZ4,rus
120000,Vocational,1,aged 16 to 29,KZ4,rus
120000,Tertiary,1,aged 30 to 50,KZ4,rus
150000,Tertiary,1,aged 30 to 50,KZ4,kaz
55000,Vocational,1,aged 30 to 50,KZ4,kaz
30000,Tertiary,2,aged 16 to 29,KZ4,kaz
65000,Upper Secondary,2,aged 30 to 50,KZ4,kaz
40000,Vocational,2,aged 30 to 50,KZ4,rus
60000, Lower Secondary or less,1,aged 30 to 50,KZ4,kaz
30000,Vocational,2,aged 30 to 50,KZ4,rus
70000,Tertiary,1,aged 30 to 50,KZ4,kaz
105000,Tertiary,1,aged 30 to 50,KZ4,rus
79000,Upper Secondary,1,aged 30 to 50,KZ4,kaz
80000, Lower Secondary or less,1,aged 30 to 50,KZ4,kaz
50000,Tertiary,2,aged 16 to 29,KZ4,rus
38000,Vocational,2,aged 30 to 50,KZ4,kaz
28888.88888888889,Vocational,1,aged 30 to 50,KZ4,kaz
50000,Upper Secondary,1,aged 30 to 50,KZ4,rus
120000,Vocational,1,aged 30 to 50,KZ4,rus
100000,Tertiary,1,aged 30 to 50,KZ4,kaz
120000,Vocational,1,aged 30 to 50,KZ4,rus
45000,Tertiary,2,aged 30 to 50,KZ4,rus
80000,Tertiary,2,aged 30 to 50,KZ4,kaz
50000,Upper Secondary,1,aged 30 to 50,KZ4,rus
40000,Upper Secondary,1,aged 50+,KZ4,rus
80000,Tertiary,1,aged 16 to 29,KZ4,rus
31000,Vocational,2,aged 16 to 29,KZ4,kaz
30000,Vocational,2,aged 30 to 50,KZ4,kaz
32500,Vocational,1,aged 16 to 29,KZ4,kaz
43333.33333333334, Lower Secondary or less,2,aged 30 to 50,KZ4,kaz
55000,Tertiary,1,aged 16 to 29,KZ4,kaz
67000,Tertiary,1,aged 16 to 29,KZ4,kaz
120000, Lower Secondary or less,1,aged 50+,KZ4,kaz
45000,Upper Secondary,1,aged 30 to 50,KZ4,kaz
90000,Tertiary,2,aged 16 to 29,KZ4,kaz
50000,Vocational,1,aged 30 to 50,KZ4,kaz
90000,Tertiary,2,aged 16 to 29,KZ4,kaz
40000, Lower Secondary or less,2,aged 50+,KZ4,kaz
75000,Upper Secondary,1,aged 50+,KZ4,kaz
45000,Upper Secondary,2,aged 50+,KZ4,kaz
76000,Upper Secondary,2,aged 30 to 50,KZ4,rus
82333.33333333333,Vocational,1,aged 16 to 29,KZ4,kaz
30000,Vocational,2,aged 16 to 29,KZ4,kaz
90000,Upper Secondary,1,aged 30 to 50,KZ4,kaz
4583.333333333333,Vocational,1,aged 30 to 50,KZ4,kaz
80000,Upper Secondary,1,aged 30 to 50,KZ4,kaz
37000,Vocational,2,aged 50+,KZ4,kaz
100000, Lower Secondary or less,1,aged 50+,KZ4,kaz
100000,Tertiary,2,aged 30 to 50,KZ4,kaz
180000,Vocational,1,aged 50+,KZ4,rus
40000,Tertiary,2,aged 16 to 29,KZ4,kaz
90000,Vocational,2,aged 30 to 50,KZ4,rus
86666.66666666667,Vocational,2,aged 50+,KZ4,rus
65000,Vocational,2,aged 30 to 50,KZ4,rus
90000,Tertiary,1,aged 30 to 50,KZ4,kaz
80000, Lower Secondary or less,2,aged 30 to 50,KZ4,rus
40000,Vocational,2,aged 30 to 50,KZ4,rus
150000,Upper Secondary,1,aged 30 to 50,KZ4,rus
70000,Vocational,2,aged 50+,KZ4,rus
300000, Lower Secondary or less,1,aged 30 to 50,KZ4,kaz
190000,Vocational,1,aged 16 to 29,KZ4,rus
180000,Upper Secondary,1,aged 16 to 29,KZ4,kaz
150000, Lower Secondary or less,1,aged 30 to 50,KZ4,rus
45000,Vocational,2,aged 50+,KZ4,kaz
85000,Tertiary,2,aged 50+,KZ5,rus
75833.33333333333,Vocational,2,aged 30 to 50,KZ5,kaz
70000,Vocational,1,aged 30 to 50,KZ5,rus
80000,Vocational,2,aged 50+,KZ5,kaz
86666.66666666667,Vocational,1,aged 30 to 50,KZ5,rus
32500,Tertiary,2,aged 50+,KZ5,kaz
45000,Upper Secondary,2,aged 30 to 50,KZ5,rus
86666.66666666667,Tertiary,1,aged 30 to 50,KZ5,kaz
60000,Tertiary,2,aged 16 to 29,KZ5,kaz
120000,Tertiary,2,aged 30 to 50,KZ5,kaz
65000,Vocational,1,aged 30 to 50,KZ5,kaz
45000,Vocational,2,aged 30 to 50,KZ5,kaz
80000,Vocational,1,aged 30 to 50,KZ5,rus
60000,Tertiary,2,aged 30 to 50,KZ5,rus
150000,Tertiary,2,aged 16 to 29,KZ5,kaz
50000,Tertiary,2,aged 30 to 50,KZ5,rus
54166.66666666666,Vocational,2,aged 30 to 50,KZ5,rus
9000,Tertiary,2,aged 50+,KZ5,kaz
108333.3333333333,Tertiary,2,aged 50+,KZ5,kaz
60000,Vocational,1,aged 30 to 50,KZ5,rus
60000,Vocational,2,aged 30 to 50,KZ5,rus
45000,Vocational,1,aged 50+,KZ5,rus
70000,Vocational,2,aged 30 to 50,KZ5,rus
55000,Tertiary,1,aged 16 to 29,KZ5,kaz
50000,Tertiary,2,aged 16 to 29,KZ5,kaz
40000,Vocational,1,aged 50+,KZ5,kaz
150000,Tertiary,1,aged 16 to 29,KZ5,kaz
140000,Tertiary,2,aged 50+,KZ5,kaz
120000,Tertiary,2,aged 30 to 50,KZ5,rus
90000,Tertiary,2,aged 16 to 29,KZ5,rus
130000,Tertiary,2,aged 30 to 50,KZ5,rus
100000,Tertiary,2,aged 30 to 50,KZ5,rus
80000,Tertiary,1,aged 16 to 29,KZ5,kaz
70000,Tertiary,2,aged 30 to 50,KZ5,rus
60000,Vocational,1,aged 30 to 50,KZ5,kaz
90000,Tertiary,1,aged 16 to 29,KZ5,kaz
80000,Vocational,1,aged 16 to 29,KZ5,rus
70000,Vocational,2,aged 50+,KZ5,rus
60000,Vocational,2,aged 30 to 50,KZ5,kaz
80000,Tertiary,1,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,2,aged 30 to 50,KZ5,rus
90000,Vocational,2,aged 50+,KZ5,kaz
50000,Vocational,1,aged 50+,KZ5,rus
90000,Vocational,2,aged 30 to 50,KZ5,rus
115555.5555555555, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
30000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
75000,Upper Secondary,1,aged 50+,KZ5,rus
60000,Tertiary,2,aged 30 to 50,KZ5,kaz
85000,Tertiary,1,aged 30 to 50,KZ5,rus
30000,Vocational,1,aged 30 to 50,KZ5,kaz
81000,Tertiary,2,aged 30 to 50,KZ5,kaz
110000,Tertiary,2,aged 30 to 50,KZ5,kaz
140000,Tertiary,2,aged 30 to 50,KZ5,kaz
102000,Tertiary,2,aged 30 to 50,KZ5,kaz
55000,Tertiary,2,aged 30 to 50,KZ5,kaz
65000,Vocational,2,aged 30 to 50,KZ5,kaz
55000,Vocational,2,aged 16 to 29,KZ5,kaz
78000,Tertiary,2,aged 30 to 50,KZ5,kaz
50000,Tertiary,2,aged 16 to 29,KZ5,kaz
80000,Vocational,2,aged 50+,KZ5,kaz
65000,Tertiary,2,aged 16 to 29,KZ5,kaz
89000,Tertiary,2,aged 16 to 29,KZ5,kaz
81000,Tertiary,2,aged 30 to 50,KZ5,kaz
50000,Tertiary,2,aged 30 to 50,KZ5,kaz
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
27000,Upper Secondary,2,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,1,aged 30 to 50,KZ5,rus
37000,Vocational,2,aged 50+,KZ5,rus
55000,Tertiary,2,aged 30 to 50,KZ5,kaz
45000,Vocational,2,aged 50+,KZ5,kaz
80000,Tertiary,2,aged 50+,KZ5,kaz
50000,Vocational,1,aged 30 to 50,KZ5,kaz
80000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
50000,Vocational,2,aged 30 to 50,KZ5,kaz
45000,Vocational,1,aged 50+,KZ5,rus
43333.33333333334,Upper Secondary,2,aged 30 to 50,KZ5,other
120000,Tertiary,2,aged 30 to 50,KZ5,rus
43333.33333333334,Vocational,2,aged 50+,KZ5,rus
21666.66666666667, Lower Secondary or less,2,aged 30 to 50,KZ5,rus
70000,Tertiary,2,aged 16 to 29,KZ5,rus
120000,Upper Secondary,1,aged 16 to 29,KZ5,rus
120000,Vocational,1,aged 30 to 50,KZ5,rus
80000,Vocational,2,aged 30 to 50,KZ5,kaz
80000,Vocational,2,aged 30 to 50,KZ5,kaz
30000,Vocational,2,aged 50+,KZ5,rus
140000,Tertiary,2,aged 16 to 29,KZ5,rus
69000,Vocational,2,aged 16 to 29,KZ5,kaz
200000,Tertiary,2,aged 16 to 29,KZ5,rus
216666.6666666667, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
32000, Lower Secondary or less,1,aged 50+,KZ5,kaz
15000, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
90000,Tertiary,2,aged 16 to 29,KZ5,kaz
281666.6666666667, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
150000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
120000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
120000,Tertiary,2,aged 30 to 50,KZ5,kaz
120000,Vocational,1,aged 16 to 29,KZ5,kaz
75000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
