earnmth,edu11,gender,age_gr,regs,lnghome
80000,Vocational,2,aged 30 to 50,KZ8,kaz
39000,Vocational,2,aged 16 to 29,KZ8,kaz
45000,Vocational,1,aged 30 to 50,KZ8,kaz
60000,Vocational,2,aged 50+,KZ8,kaz
40000,Vocational,2,aged 50+,KZ8,kaz
70000,Tertiary,2,aged 50+,KZ8,kaz
50000,Tertiary,2,aged 16 to 29,KZ8,kaz
35000,Upper Secondary,2,aged 16 to 29,KZ8,kaz
60000,Vocational,2,aged 50+,KZ8,kaz
30000,Vocational,1,aged 50+,KZ8,kaz
47000,Vocational,1,aged 16 to 29,KZ8,kaz
50000,Tertiary,1,aged 30 to 50,KZ8,kaz
60000,Tertiary,1,aged 16 to 29,KZ8,kaz
45000,Vocational,1,aged 30 to 50,KZ8,kaz
60000,Tertiary,2,aged 30 to 50,KZ8,kaz
35000,Upper Secondary,1,aged 50+,KZ8,kaz
40000,Vocational,2,aged 16 to 29,KZ8,kaz
40000,Upper Secondary,1,aged 30 to 50,KZ8,kaz
80000,Vocational,2,aged 30 to 50,KZ8,kaz
70000,Tertiary,1,aged 50+,KZ8,kaz
80000,Tertiary,2,aged 30 to 50,KZ8,kaz
80000,Tertiary,2,aged 30 to 50,KZ8,kaz
75000,Tertiary,2,aged 30 to 50,KZ8,kaz
50000,Tertiary,1,aged 30 to 50,KZ8,rus
60000,Tertiary,2,aged 30 to 50,KZ8,rus
68000,Tertiary,2,aged 30 to 50,KZ8,kaz
78000,Tertiary,2,aged 30 to 50,KZ8,kaz
70000,Tertiary,2,aged 30 to 50,KZ8,kaz
86666.66666666667,Upper Secondary,1,aged 16 to 29,KZ8,kaz
72000,Tertiary,2,aged 30 to 50,KZ8,kaz
50000,Vocational,2,aged 30 to 50,KZ8,rus
70000,Vocational,1,aged 30 to 50,KZ8,kaz
75000,Tertiary,2,aged 30 to 50,KZ8,kaz
65000,Vocational,2,aged 30 to 50,KZ8,kaz
60000,Tertiary,2,aged 30 to 50,KZ8,rus
70000,Tertiary,1,aged 30 to 50,KZ8,kaz
43333.33333333334,Vocational,2,aged 16 to 29,KZ8,kaz
40000,Vocational,2,aged 30 to 50,KZ8,kaz
90000,Vocational,2,aged 16 to 29,KZ8,kaz
288888.8888888888,Tertiary,1,aged 16 to 29,KZ8,rus
60000,Tertiary,2,aged 30 to 50,KZ8,rus
65000.00000000001,Vocational,1,aged 16 to 29,KZ8,rus
70000,Vocational,2,aged 50+,KZ8,rus
75000,Tertiary,2,aged 30 to 50,KZ8,kaz
90000,Tertiary,1,aged 50+,KZ8,kaz
150000,Vocational,2,aged 30 to 50,KZ8,rus
100000,Tertiary,2,aged 16 to 29,KZ8,kaz
86666.66666666667,Tertiary,1,aged 30 to 50,KZ8,kaz
54000,Vocational,2,aged 30 to 50,KZ8,kaz
120000,Tertiary,2,aged 30 to 50,KZ7,rus
100000,Tertiary,1,aged 30 to 50,KZ7,kaz
70000,Vocational,1,aged 50+,KZ7,kaz
50000,Tertiary,1,aged 16 to 29,KZ7,other
60000,Tertiary,2,aged 16 to 29,KZ7,rus
80000,Tertiary,2,aged 30 to 50,KZ7,rus
117000,Tertiary,1,aged 16 to 29,KZ7,rus
50000,Tertiary,2,aged 30 to 50,KZ7,rus
60000,Upper Secondary,2,aged 30 to 50,KZ7,rus
100000,Tertiary,2,aged 30 to 50,KZ7,rus
70000,Tertiary,2,aged 16 to 29,KZ7,rus
50000,Vocational,1,aged 16 to 29,KZ7,kaz
40000,Tertiary,2,aged 30 to 50,KZ7,rus
90000,Vocational,1,aged 16 to 29,KZ7,rus
60000,Tertiary,2,aged 16 to 29,KZ7,rus
108333.3333333333,Vocational,2,aged 30 to 50,KZ7,kaz
150000,Vocational,1,aged 30 to 50,KZ7,rus
60000,Vocational,1,aged 16 to 29,KZ7,rus
30000,Upper Secondary,2,aged 50+,KZ7,rus
80000,Tertiary,2,aged 30 to 50,KZ7,kaz
25000,Tertiary,1,aged 16 to 29,KZ7,rus
100000,Tertiary,1,aged 50+,KZ7,rus
60000,Vocational,2,aged 16 to 29,KZ7,rus
80000,Tertiary,2,aged 30 to 50,KZ7,rus
100000,Vocational,1,aged 16 to 29,KZ7,rus
40000,Tertiary,1,aged 30 to 50,KZ7,rus
24000,Vocational,2,aged 30 to 50,KZ7,rus
50000,Upper Secondary,2,aged 30 to 50,KZ7,rus
80000,Tertiary,2,aged 16 to 29,KZ7,rus
70000,Upper Secondary,1,aged 30 to 50,KZ7,rus
50000,Tertiary,2,aged 30 to 50,KZ7,rus
60000,Vocational,1,aged 30 to 50,KZ7,kaz
100000,Tertiary,1,aged 16 to 29,KZ7,kaz
200000,Tertiary,1,aged 30 to 50,KZ7,rus
120000,Tertiary,2,aged 30 to 50,KZ7,rus
151666.6666666667,Tertiary,1,aged 30 to 50,KZ7,rus
60000,Vocational,1,aged 30 to 50,KZ7,kaz
67000,Vocational,1,aged 30 to 50,KZ7,rus
60000,Tertiary,2,aged 16 to 29,KZ7,kaz
70000,Tertiary,2,aged 16 to 29,KZ7,kaz
80000,Tertiary,2,aged 16 to 29,KZ7,rus
50000, Lower Secondary or less,2,aged 30 to 50,KZ7,rus
50000,Tertiary,2,aged 16 to 29,KZ7,rus
100000,Tertiary,2,aged 30 to 50,KZ7,rus
100000,Vocational,1,aged 16 to 29,KZ7,rus
120000,Tertiary,2,aged 30 to 50,KZ7,rus
100000,Tertiary,2,aged 30 to 50,KZ7,rus
42000,Vocational,2,aged 16 to 29,KZ7,rus
150000,Tertiary,2,aged 50+,KZ7,rus
195000, Lower Secondary or less,1,aged 30 to 50,KZ7,rus
303333.3333333333,Vocational,1,aged 16 to 29,KZ7,rus
60000,Upper Secondary,1,aged 50+,KZ7,kaz
70000, Lower Secondary or less,1,aged 50+,KZ7,rus
50000,Tertiary,1,aged 16 to 29,KZ7,kaz
70000, Lower Secondary or less,1,aged 30 to 50,KZ7,kaz
50000, Lower Secondary or less,1,aged 16 to 29,KZ7,rus
100000,Vocational,1,aged 16 to 29,KZ7,rus
90000,Tertiary,1,aged 16 to 29,KZ7,rus
75000,Vocational,1,aged 30 to 50,KZ7,rus
90000,Vocational,1,aged 16 to 29,KZ7,rus
60000,Vocational,1,aged 30 to 50,KZ7,rus
50000, Lower Secondary or less,1,aged 30 to 50,KZ7,rus
25000,Vocational,2,aged 50+,KZ7,rus
60000,Vocational,2,aged 30 to 50,KZ7,kaz
100000,Tertiary,2,aged 30 to 50,KZ7,rus
100000,Vocational,1,aged 16 to 29,KZ7,rus
50000,Upper Secondary,1,aged 50+,KZ7,rus
100000,Tertiary,2,aged 30 to 50,KZ7,rus
60000,Tertiary,2,aged 16 to 29,KZ7,rus
100000,Vocational,1,aged 30 to 50,KZ7,kaz
110000,Vocational,1,aged 30 to 50,KZ7,kaz
50000,Tertiary,2,aged 30 to 50,KZ7,kaz
60000,Upper Secondary,1,aged 30 to 50,KZ7,rus
100000,Upper Secondary,1,aged 30 to 50,KZ7,kaz
70000,Tertiary,2,aged 30 to 50,KZ7,kaz
200000,Vocational,1,aged 30 to 50,KZ7,rus
200000,Tertiary,1,aged 16 to 29,KZ7,rus
70000,Upper Secondary,2,aged 30 to 50,KZ7,kaz
92000,Tertiary,2,aged 30 to 50,KZ7,kaz
100000,Vocational,1,aged 30 to 50,KZ7,rus
39000,Vocational,2,aged 30 to 50,KZ7,rus
60000,Vocational,2,aged 30 to 50,KZ7,rus
50000,Upper Secondary,1,aged 50+,KZ7,rus
40000,Upper Secondary,2,aged 30 to 50,KZ7,rus
200000,Vocational,1,aged 30 to 50,KZ7,rus
40000, Lower Secondary or less,2,aged 30 to 50,KZ7,rus
100000,Tertiary,1,aged 30 to 50,KZ7,rus
80000,Vocational,1,aged 30 to 50,KZ7,rus
80000,Tertiary,2,aged 30 to 50,KZ7,rus
80000,Vocational,2,aged 30 to 50,KZ7,rus
70000,Vocational,2,aged 16 to 29,KZ7,rus
30000,Vocational,1,aged 30 to 50,KZ7,rus
40000, Lower Secondary or less,1,aged 30 to 50,KZ7,rus
30000,Vocational,1,aged 50+,KZ7,rus
33000,Vocational,2,aged 30 to 50,KZ7,rus
70000,Vocational,1,aged 50+,KZ7,rus
47000,Upper Secondary,1,aged 50+,KZ7,rus
86666.66666666667, Lower Secondary or less,1,aged 30 to 50,KZ7,rus
32000,Vocational,1,aged 30 to 50,KZ7,rus
40000,Tertiary,2,aged 16 to 29,KZ7,kaz
100000,Vocational,2,aged 50+,KZ7,kaz
50000,Vocational,2,aged 16 to 29,KZ7,kaz
35000,Vocational,2,aged 50+,KZ7,rus
50000,Tertiary,2,aged 16 to 29,KZ7,rus
30000,Upper Secondary,1,aged 50+,KZ7,kaz
20000,Upper Secondary,2,aged 16 to 29,KZ7,kaz
30000,Upper Secondary,1,aged 16 to 29,KZ7,kaz
100000,Tertiary,2,aged 30 to 50,KZ7,kaz
30000, Lower Secondary or less,1,aged 50+,KZ7,kaz
44000,Vocational,1,aged 16 to 29,KZ7,rus
50000, Lower Secondary or less,2,aged 30 to 50,KZ7,kaz
130000,Tertiary,2,aged 30 to 50,KZ7,kaz
30000, Lower Secondary or less,2,aged 50+,KZ7,kaz
40000,Vocational,2,aged 16 to 29,KZ7,kaz
40000,Upper Secondary,1,aged 30 to 50,KZ7,kaz
100000,Upper Secondary,1,aged 30 to 50,KZ7,kaz
43000,Tertiary,2,aged 30 to 50,KZ7,kaz
100000,Tertiary,1,aged 16 to 29,KZ7,kaz
40000,Upper Secondary,2,aged 50+,KZ7,rus
35000,Vocational,2,aged 30 to 50,KZ7,kaz
200000,Vocational,1,aged 30 to 50,KZ7,kaz
50000, Lower Secondary or less,2,aged 30 to 50,KZ7,kaz
50000,Upper Secondary,1,aged 16 to 29,KZ7,kaz
200000,Vocational,1,aged 16 to 29,KZ7,kaz
70000,Upper Secondary,1,aged 50+,KZ7,rus
30000,Vocational,2,aged 16 to 29,KZ7,kaz
30000,Upper Secondary,1,aged 16 to 29,KZ7,kaz
25000,Upper Secondary,2,aged 30 to 50,KZ7,kaz
40000, Lower Secondary or less,1,aged 30 to 50,KZ7,kaz
50000,Vocational,1,aged 30 to 50,KZ7,kaz
30000,Tertiary,1,aged 50+,KZ7,kaz
120000,Tertiary,1,aged 30 to 50,KZ9,kaz
65000,Tertiary,2,aged 50+,KZ9,kaz
150000,Tertiary,1,aged 30 to 50,KZ9,kaz
70000,Tertiary,2,aged 30 to 50,KZ9,rus
30000,Tertiary,2,aged 30 to 50,KZ9,rus
50000,Vocational,2,aged 50+,KZ9,rus
216666.6666666666,Tertiary,2,aged 16 to 29,KZ9,rus
120000,Tertiary,2,aged 30 to 50,KZ9,rus
100000,Tertiary,2,aged 16 to 29,KZ9,rus
55000,Tertiary,2,aged 50+,KZ9,rus
150000,Tertiary,1,aged 30 to 50,KZ9,rus
108333.3333333333,Vocational,2,aged 30 to 50,KZ9,rus
100000,Tertiary,1,aged 30 to 50,KZ9,rus
170000,Tertiary,2,aged 30 to 50,KZ9,rus
65000,Vocational,2,aged 30 to 50,KZ9,rus
52000,Vocational,1,aged 50+,KZ9,rus
70000,Vocational,2,aged 50+,KZ9,rus
150000,Tertiary,2,aged 30 to 50,KZ9,kaz
100000,Vocational,1,aged 30 to 50,KZ9,rus
120000,Tertiary,2,aged 16 to 29,KZ9,rus
120000,Tertiary,1,aged 30 to 50,KZ9,rus
60000,Tertiary,2,aged 30 to 50,KZ9,rus
60000,Tertiary,2,aged 30 to 50,KZ9,rus
27000,Tertiary,2,aged 30 to 50,KZ9,rus
150000,Vocational,1,aged 30 to 50,KZ9,kaz
80000,Vocational,1,aged 16 to 29,KZ9,kaz
65000,Vocational,1,aged 30 to 50,KZ9,rus
51000,Tertiary,2,aged 16 to 29,KZ9,rus
140000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 30 to 50,KZ9,rus
90000,Tertiary,2,aged 16 to 29,KZ9,kaz
120000,Tertiary,2,aged 30 to 50,KZ9,rus
50000,Tertiary,2,aged 30 to 50,KZ9,rus
120000,Tertiary,2,aged 30 to 50,KZ9,rus
45000,Tertiary,2,aged 50+,KZ9,rus
60000,Tertiary,2,aged 30 to 50,KZ9,rus
80000,Tertiary,2,aged 30 to 50,KZ9,rus
70000, Lower Secondary or less,2,aged 30 to 50,KZ9,rus
65000,Vocational,2,aged 30 to 50,KZ9,rus
71000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 30 to 50,KZ9,rus
79000,Tertiary,2,aged 16 to 29,KZ9,rus
120000,Vocational,1,aged 16 to 29,KZ9,rus
65000,Vocational,2,aged 30 to 50,KZ9,rus
60000,Vocational,1,aged 50+,KZ9,rus
120000,Vocational,1,aged 50+,KZ9,rus
200000,Upper Secondary,1,aged 30 to 50,KZ9,rus
100000,Tertiary,2,aged 30 to 50,KZ9,rus
40000,Vocational,2,aged 30 to 50,KZ9,rus
65000,Vocational,2,aged 30 to 50,KZ9,rus
60000,Vocational,1,aged 16 to 29,KZ9,rus
80000,Vocational,1,aged 30 to 50,KZ9,rus
70000,Vocational,2,aged 50+,KZ9,rus
260000,Vocational,1,aged 30 to 50,KZ9,rus
86666.66666666667,Upper Secondary,1,aged 16 to 29,KZ9,rus
45000,Vocational,2,aged 30 to 50,KZ9,kaz
50000,Vocational,2,aged 16 to 29,KZ9,rus
80000,Vocational,1,aged 30 to 50,KZ9,rus
42000,Upper Secondary,2,aged 30 to 50,KZ9,rus
120000,Vocational,1,aged 16 to 29,KZ9,rus
60000,Vocational,1,aged 30 to 50,KZ9,rus
100000,Upper Secondary,2,aged 16 to 29,KZ9,rus
80000,Vocational,1,aged 30 to 50,KZ9,rus
85000,Vocational,1,aged 30 to 50,KZ9,rus
43000,Vocational,2,aged 50+,KZ9,rus
65000,Vocational,1,aged 16 to 29,KZ9,rus
45000,Vocational,2,aged 30 to 50,KZ9,kaz
108333.3333333333,Upper Secondary,2,aged 16 to 29,KZ9,rus
160000,Vocational,1,aged 16 to 29,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,rus
60000,Vocational,2,aged 16 to 29,KZ9,rus
90000,Tertiary,2,aged 50+,KZ9,kaz
80000,Tertiary,1,aged 16 to 29,KZ9,rus
85000,Tertiary,2,aged 30 to 50,KZ9,rus
125000,Tertiary,2,aged 50+,KZ9,rus
125000,Tertiary,2,aged 50+,KZ9,rus
90000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 30 to 50,KZ9,rus
95000,Tertiary,2,aged 50+,KZ9,rus
65000,Tertiary,2,aged 30 to 50,KZ9,rus
55000,Upper Secondary,2,aged 50+,KZ9,rus
65000,Tertiary,2,aged 30 to 50,KZ9,rus
80000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 16 to 29,KZ9,rus
50000,Vocational,2,aged 30 to 50,KZ9,rus
75000,Tertiary,2,aged 30 to 50,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,rus
60000,Vocational,1,aged 16 to 29,KZ9,rus
40000,Vocational,2,aged 30 to 50,KZ9,rus
40000,Vocational,2,aged 30 to 50,KZ9,rus
45000,Vocational,2,aged 30 to 50,KZ9,rus
70000,Upper Secondary,2,aged 30 to 50,KZ9,rus
43000,Vocational,2,aged 30 to 50,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,rus
40000, Lower Secondary or less,1,aged 30 to 50,KZ9,kaz
70000,Vocational,1,aged 50+,KZ9,rus
50000,Vocational,2,aged 30 to 50,KZ9,rus
120000,,1,aged 30 to 50,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,rus
120000,Tertiary,1,aged 30 to 50,KZ9,rus
45000,Vocational,2,aged 30 to 50,KZ9,rus
50000,Tertiary,2,aged 50+,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,kaz
45000,Vocational,2,aged 50+,KZ9,rus
60000,Vocational,2,aged 50+,KZ9,rus
40000,Tertiary,1,aged 30 to 50,KZ9,rus
80000,Tertiary,2,aged 30 to 50,KZ9,rus
74000,Tertiary,2,aged 50+,KZ9,rus
86666.66666666667,Vocational,2,aged 30 to 50,KZ9,rus
108333.3333333333,Vocational,1,aged 16 to 29,KZ9,rus
60000,Vocational,1,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 30 to 50,KZ9,rus
75000,Tertiary,2,aged 30 to 50,KZ9,rus
60000,Upper Secondary,2,aged 30 to 50,KZ9,rus
61000,Vocational,1,aged 16 to 29,KZ9,rus
80000,Vocational,2,aged 50+,KZ9,rus
70000,Vocational,2,aged 16 to 29,KZ9,rus
12000,Tertiary,1,aged 30 to 50,KZ9,rus
70000,Vocational,2,aged 30 to 50,KZ9,rus
110000,Tertiary,1,aged 30 to 50,KZ9,rus
75000,Tertiary,2,aged 30 to 50,KZ9,rus
60000,Tertiary,2,aged 30 to 50,KZ9,kaz
50000,Vocational,2,aged 30 to 50,KZ9,rus
40000,Vocational,2,aged 30 to 50,KZ9,rus
110000,Tertiary,1,aged 16 to 29,KZ9,rus
80000,Tertiary,2,aged 30 to 50,KZ9,rus
150000,Vocational,1,aged 50+,KZ9,rus
60000,Tertiary,2,aged 16 to 29,KZ9,rus
300000,Tertiary,1,aged 30 to 50,KZ9,rus
90000,Vocational,1,aged 16 to 29,KZ9,rus
60000,Upper Secondary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 16 to 29,KZ9,rus
70000, Lower Secondary or less,1,aged 30 to 50,KZ9,rus
150000,Tertiary,1,aged 30 to 50,KZ9,rus
40000,Tertiary,2,aged 16 to 29,KZ9,rus
70000,Vocational,2,aged 30 to 50,KZ9,rus
70000,Upper Secondary,2,aged 16 to 29,KZ9,rus
80000,Vocational,2,aged 30 to 50,KZ9,kaz
90000,Vocational,2,aged 50+,KZ9,kaz
130000,Vocational,1,aged 30 to 50,KZ9,rus
66000,Vocational,2,aged 30 to 50,KZ9,kaz
150000,Tertiary,1,aged 16 to 29,KZ9,kaz
40000,Vocational,2,aged 30 to 50,KZ9,rus
70000,Tertiary,2,aged 16 to 29,KZ9,rus
36000,Vocational,2,aged 50+,KZ9,kaz
100000,Tertiary,1,aged 16 to 29,KZ9,kaz
65000, Lower Secondary or less,1,aged 16 to 29,KZ9,kaz
60000,Tertiary,2,aged 30 to 50,KZ9,kaz
78000,Vocational,2,aged 50+,KZ9,rus
55000,Upper Secondary,1,aged 50+,KZ9,kaz
70000,Tertiary,2,aged 16 to 29,KZ9,rus
85000,Vocational,2,aged 50+,KZ9,kaz
15000,Upper Secondary,1,aged 16 to 29,KZ9,kaz
110000,Tertiary,2,aged 30 to 50,KZ9,rus
100000,Tertiary,2,aged 50+,KZ9,rus
31000,Vocational,1,aged 50+,KZ9,rus
50000,Tertiary,2,aged 30 to 50,KZ9,kaz
80000,Tertiary,1,aged 30 to 50,KZ9,kaz
65000,Tertiary,2,aged 30 to 50,KZ9,rus
80000,Tertiary,1,aged 30 to 50,KZ9,kaz
240000,Tertiary,1,aged 30 to 50,KZ9,rus
37000,Upper Secondary,2,aged 50+,KZ9,rus
50000,Tertiary,2,aged 50+,KZ9,kaz
120000,Tertiary,2,aged 30 to 50,KZ9,rus
116000,Tertiary,2,aged 30 to 50,KZ9,rus
68000,Vocational,2,aged 30 to 50,KZ9,kaz
80000,Vocational,2,aged 30 to 50,KZ9,kaz
28000, Lower Secondary or less,1,aged 30 to 50,KZ9,kaz
120000,Vocational,1,aged 16 to 29,KZ9,kaz
150000, Lower Secondary or less,1,aged 50+,KZ9,rus
115555.5555555555,Tertiary,1,aged 16 to 29,KZ9,kaz
70000, Lower Secondary or less,1,aged 16 to 29,KZ9,rus
35000,Upper Secondary,2,aged 30 to 50,KZ9,kaz
75000,Upper Secondary,1,aged 50+,KZ9,rus
75000,Tertiary,1,aged 50+,KZ9,rus
60000,Vocational,1,aged 16 to 29,KZ9,kaz
28000,Vocational,2,aged 30 to 50,KZ9,kaz
60000,Tertiary,1,aged 30 to 50,KZ9,kaz
45000,Upper Secondary,2,aged 30 to 50,KZ9,rus
90000,Tertiary,2,aged 16 to 29,KZ9,rus
35000,Upper Secondary,2,aged 50+,KZ9,rus
47000,Tertiary,2,aged 16 to 29,KZ9,rus
47000,Vocational,2,aged 30 to 50,KZ9,rus
180000,Tertiary,1,aged 30 to 50,KZ9,kaz
90000,Tertiary,2,aged 30 to 50,KZ9,rus
150000,Upper Secondary,1,aged 30 to 50,KZ9,kaz
40000,Tertiary,2,aged 30 to 50,KZ9,kaz
105000,Vocational,2,aged 50+,KZ9,kaz
360000,Tertiary,1,aged 16 to 29,KZ9,kaz
50000,Vocational,2,aged 50+,KZ9,kaz
120000,Vocational,1,aged 16 to 29,KZ9,rus
105000,Tertiary,1,aged 16 to 29,KZ9,rus
100000,Vocational,1,aged 30 to 50,KZ9,rus
43333.33333333334,Vocational,2,aged 30 to 50,KZ9,rus
60000,Tertiary,2,aged 50+,KZ9,rus
40000,Vocational,2,aged 30 to 50,KZ9,rus
60000,Vocational,1,aged 30 to 50,KZ9,rus
45000,Upper Secondary,2,aged 50+,KZ9,rus
80000,Tertiary,2,aged 30 to 50,KZ9,rus
60000,Vocational,2,aged 30 to 50,KZ9,rus
70000,Upper Secondary,1,aged 16 to 29,KZ9,rus
52000,Upper Secondary,1,aged 16 to 29,KZ9,rus
30000,Upper Secondary,1,aged 30 to 50,KZ9,rus
50000,Vocational,2,aged 30 to 50,KZ9,rus
45000,Vocational,2,aged 30 to 50,KZ9,rus
75000,Upper Secondary,1,aged 16 to 29,KZ9,rus
75000,Vocational,1,aged 30 to 50,KZ9,rus
40000,Tertiary,2,aged 16 to 29,KZ9,rus
50000,Tertiary,2,aged 16 to 29,KZ9,rus
35000,Vocational,2,aged 30 to 50,KZ9,rus
85000,Vocational,1,aged 16 to 29,KZ9,rus
108333.3333333333,Upper Secondary,1,aged 30 to 50,KZ9,kaz
40000, Lower Secondary or less,2,aged 30 to 50,KZ9,rus
120000,Tertiary,2,aged 30 to 50,KZ9,rus
70000,Tertiary,1,aged 30 to 50,KZ9,rus
17333.33333333333,Vocational,2,aged 30 to 50,KZ9,rus
100000,Vocational,2,aged 50+,KZ9,rus
150000,Tertiary,1,aged 16 to 29,KZ10,rus
100000,Tertiary,2,aged 16 to 29,KZ10,kaz
75000,Vocational,2,aged 30 to 50,KZ10,
1733.333333333333,Tertiary,1,aged 16 to 29,KZ10,rus
100000,Vocational,2,aged 30 to 50,KZ10,rus
5000,Vocational,2,aged 50+,KZ10,rus
8000,Tertiary,1,aged 16 to 29,KZ10,rus
8000,Tertiary,1,aged 30 to 50,KZ10,rus
50000,Vocational,2,aged 30 to 50,KZ10,rus
55000,Vocational,2,aged 30 to 50,KZ10,rus
45000,Vocational,1,aged 50+,KZ10,rus
50000,Vocational,2,aged 50+,KZ10,rus
40000,Vocational,1,aged 16 to 29,KZ10,rus
75833.33333333333,Vocational,2,aged 30 to 50,KZ10,kaz
45000,Vocational,2,aged 30 to 50,KZ10,rus
100000,Vocational,1,aged 16 to 29,KZ10,rus
70000,Vocational,1,aged 16 to 29,KZ10,rus
35000,Vocational,2,aged 30 to 50,KZ10,rus
10833.33333333333,Tertiary,1,aged 30 to 50,KZ10,rus
173333.3333333333,Vocational,2,aged 30 to 50,KZ10,rus
60000,Upper Secondary,1,aged 50+,KZ10,kaz
60000,Tertiary,2,aged 30 to 50,KZ10,rus
50000,Tertiary,1,aged 16 to 29,KZ10,rus
108000,Upper Secondary,1,aged 16 to 29,KZ10,rus
45000, Lower Secondary or less,1,aged 16 to 29,KZ10,rus
6500,Vocational,2,aged 16 to 29,KZ10,rus
80000,Vocational,2,aged 16 to 29,KZ10,rus
26000,Upper Secondary,2,aged 16 to 29,KZ10,rus
20000,Vocational,2,aged 30 to 50,KZ10,rus
90000,Upper Secondary,1,aged 16 to 29,KZ10,rus
50000,Tertiary,1,aged 16 to 29,KZ10,rus
60000,Tertiary,2,aged 16 to 29,KZ10,rus
60000,Vocational,1,aged 30 to 50,KZ10,rus
80000,Vocational,2,aged 30 to 50,KZ10,rus
55000,Upper Secondary,1,aged 30 to 50,KZ10,kaz
21666.66666666667, Lower Secondary or less,1,aged 30 to 50,KZ10,rus
54166.66666666666, Lower Secondary or less,1,aged 16 to 29,KZ10,kaz
33000,Vocational,1,aged 30 to 50,KZ10,kaz
60000,Tertiary,1,aged 16 to 29,KZ10,kaz
80000,Upper Secondary,1,aged 30 to 50,KZ10,rus
60000,Vocational,2,aged 50+,KZ10,kaz
50000,Vocational,1,aged 30 to 50,KZ10,kaz
55000,Vocational,1,aged 30 to 50,KZ10,kaz
66000,Tertiary,2,aged 30 to 50,KZ10,kaz
70000,Tertiary,1,aged 50+,KZ10,rus
30000,Upper Secondary,2,aged 30 to 50,KZ10,rus
75000,Upper Secondary,1,aged 30 to 50,KZ10,rus
70000,Tertiary,2,aged 30 to 50,KZ10,rus
65000,Tertiary,2,aged 30 to 50,KZ10,rus
40000,Vocational,2,aged 50+,KZ10,rus
35000,Vocational,2,aged 30 to 50,KZ10,rus
65000,Vocational,1,aged 30 to 50,KZ10,rus
27000,Upper Secondary,2,aged 50+,KZ10,rus
60000,Vocational,1,aged 16 to 29,KZ10,rus
120000,Vocational,1,aged 30 to 50,KZ10,rus
120000,Upper Secondary,1,aged 30 to 50,KZ10,rus
40000,Upper Secondary,1,aged 50+,KZ10,rus
156000,Tertiary,2,aged 50+,KZ10,rus
45000,Upper Secondary,2,aged 30 to 50,KZ10,rus
80000,Vocational,2,aged 50+,KZ10,rus
86666.66666666667,Vocational,1,aged 50+,KZ10,rus
50000,Vocational,2,aged 50+,KZ10,rus
80000,Vocational,1,aged 30 to 50,KZ10,rus
42000,Vocational,2,aged 50+,KZ10,rus
80000,Vocational,2,aged 30 to 50,KZ10,rus
70000,Tertiary,2,aged 30 to 50,KZ10,rus
150000,Upper Secondary,1,aged 16 to 29,KZ10,rus
65000,Upper Secondary,1,aged 16 to 29,KZ10,rus
121333.3333333333, Lower Secondary or less,1,aged 30 to 50,KZ10,rus
50000,Vocational,2,aged 16 to 29,KZ10,rus
30000, Lower Secondary or less,2,aged 30 to 50,KZ10,rus
70000,Tertiary,1,aged 16 to 29,KZ10,rus
50000,Tertiary,2,aged 16 to 29,KZ10,rus
100000,Tertiary,2,aged 30 to 50,KZ10,rus
30000,Upper Secondary,1,aged 30 to 50,KZ10,rus
40000,Tertiary,1,aged 30 to 50,KZ10,rus
65000,Vocational,2,aged 16 to 29,KZ10,rus
90000,Tertiary,2,aged 30 to 50,KZ10,rus
40000,Vocational,1,aged 30 to 50,KZ10,rus
60000,Tertiary,1,aged 30 to 50,KZ10,rus
70000,Tertiary,1,aged 50+,KZ10,kaz
100000,Vocational,2,aged 16 to 29,KZ10,kaz
70000,Tertiary,2,aged 16 to 29,KZ10,kaz
216666.6666666667,Tertiary,1,aged 16 to 29,KZ10,rus
140000,Tertiary,2,aged 30 to 50,KZ10,kaz
120000, Lower Secondary or less,2,aged 30 to 50,KZ10,rus
195000,Upper Secondary,2,aged 30 to 50,KZ10,rus
25000,Vocational,2,aged 30 to 50,KZ10,rus
35000,Upper Secondary,2,aged 30 to 50,KZ10,rus
40000,Vocational,2,aged 30 to 50,KZ10,rus
150000,Tertiary,1,aged 30 to 50,KZ10,rus
40000,Vocational,2,aged 50+,KZ10,rus
85000,Tertiary,2,aged 30 to 50,KZ10,rus
25000,Vocational,2,aged 50+,KZ10,kaz
60000,Vocational,1,aged 30 to 50,KZ10,rus
50000,Upper Secondary,1,aged 50+,KZ10,rus
45000,Vocational,1,aged 16 to 29,KZ10,rus
117000,Tertiary,2,aged 30 to 50,KZ10,rus
64974,Vocational,1,aged 50+,KZ10,kaz
