type_value	subject	indicator2	val_indicator2	mean	se	n	n_res
pv	lit	g_q05f	5	252.1898057304652	2.189044540474722	841	.
pv	lit	g_q05g	1	258.2003608542524	1.708976874648283	1589	.
pv	lit	g_q05g	2	237.3705160890182	5.107456732822684	109	.
pv	lit	g_q05g	3	246.4133796554368	5.062412124056533	100	.
pv	lit	g_q05g	4	236.4693528992063	5.130719668536776	89	.
pv	lit	g_q05g	5	228.8708871754586	4.943697146807819	224	.
pv	lit	g_q05h	1	253.6675178571036	1.790675341151067	1221	.
pv	lit	g_q05h	2	254.509825572646	4.134542834132254	260	.
pv	lit	g_q05h	3	256.1268909787124	5.29605226864672	135	.
pv	lit	g_q05h	4	251.0035725141217	4.511599039088075	160	.
pv	lit	g_q05h	5	245.8897275027582	4.566927099560975	336	.
pv	lit	g_q06	1	243.2144022225532	2.548181856879963	691	.
pv	lit	g_q06	2	258.1628355713635	1.94270588722621	1280	.
pv	lit	g_q06	3	250.5185545748421	5.145644165607331	138	.
pv	lit	g_q07	1	253.1908130648215	1.818192451853994	1933	.
pv	lit	g_q07	2	246.932285352155	4.527266927004537	167	.
pv	lit	h_q01b_t	1	253.920411521018	1.741682645819747	2607	.
pv	lit	h_q01b_t	2	259.6595796329106	2.617813358176249	444	.
pv	lit	h_q01b_t	3	251.6982338927308	2.220192608184857	697	.
pv	lit	h_q01b_t	4	241.2559910795031	1.244896004428774	2286	.
pv	lit	h_q01c_t	1	250.899750590756	1.616365217105489	1595	.
pv	lit	h_q01c_t	2	254.5642857189361	2.429898830199029	680	.
pv	lit	h_q01c_t	3	254.7907189194893	2.425199961918256	989	.
pv	lit	h_q01c_t	4	244.6896418956753	1.298723070383675	2772	.
pv	lit	h_q01e_t	1	256.1797353473332	1.752531948294282	1624	.
pv	lit	h_q01e_t	2	257.8775096193427	2.275094051211153	833	.
pv	lit	h_q01e_t	3	251.3589090840044	1.734096764950985	1450	.
pv	lit	h_q01e_t	4	239.5367928314945	1.272777362814162	2122	.
pv	lit	j_q02a	1	247.1975450849722	1.180082807933115	3150	.
pv	lit	j_q02a	2	250.7933869714286	1.738953217894988	2112	.
pv	lit	j_q02c	1	249.3116002401657	1.357732015747166	2027	.
pv	lit	j_q02c	2	248.1662090036549	3.15091599917519	213	.
pv	lit	j_q02c	3	237.6844397624525	3.211822270967931	198	.
pv	lit	j_q02c	4	225.0068786591093	15.52196119539069	13	.
pv	lit	j_q02c	5	271.3432224495462	17.9292875142253	2	.
pv	lit	j_q02c	6	246.7699532706094	3.634598764869336	201	.
pv	lit	j_q02c	7	207.7222869879585	13.2178194675657	14	.
pv	lit	j_q02c	8	229.3109329832355	21.79614358507213	11	.
pv	lit	j_q02c	9	247.8776609169093	2.484740248365097	401	.
pv	lit	j_q02c	10	222.4911423326851	7.858084820387615	70	.
pv	lit	j_q03a	1	248.68545324644	1.106748867725123	4234	.
pv	lit	j_q03a	2	249.8500015683749	1.599889903682966	1796	.
pv	lit	j_q04a	1	249.2600774261725	1.088683699794763	5673	.
pv	lit	j_q04a	2	245.666224824622	3.192772623234459	364	.
pv	lit	pared	1	237.0917230081152	1.53591649833175	1722	.
pv	lit	pared	2	252.0499413851309	1.272699053567278	2564	.
pv	lit	pared	3	257.4859637463881	1.631807077722352	1648	.
pv	num	edu11	2	238.3439964394337	2.055872018488455	791	.
pv	num	edu11	3	246.000844786138	1.77954069773347	944	.
pv	num	edu11	4	244.4617827577965	1.334523106530085	2304	.
pv	num	edu11	5	255.111087104455	1.521365682702117	2002	.
pv	num	b_q02a_t1	1	249.1607685503098	1.649997997659886	1492	.
pv	num	b_q02a_t1	2	246.442396274387	1.125455922978962	4550	.
pv	num	b_q01b	1	248.8029485535536	1.575535518743254	1092	.
pv	num	b_q01b	2	244.3377667928422	2.205103152423844	662	.
pv	num	b_q01b	3	250.1136915844179	2.569489945982983	445	.
pv	num	b_q01b	4	249.7128540354666	2.476821793128471	570	.
pv	num	b_q01b	5	257.3842476416603	2.94825255772885	388	.
pv	num	b_q01b	6	252.0167705801316	1.93180543580756	859	.
pv	num	b_q01b	7	243.5241725785789	3.725199604313863	238	.
pv	num	b_q01b	8	249.4033576551977	2.849750922883477	380	.
pv	num	b_q01b	9	241.122233363915	2.310616040096911	602	.
pv	num	c_d05	1	250.3118518285474	1.243872985408029	3674	.
pv	num	c_d05	2	245.7826607403684	3.989520479761892	196	.
pv	num	c_d05	3	242.0629116084741	1.308142687468709	2170	.
pv	num	c_d05	4	228.8295591342023	22.6540993620089	3	.
pv	num	c_d09	1	250.3115563725273	1.243644861223174	3675	.
pv	num	c_d09	2	241.2289526649108	2.514847849202431	504	.
pv	num	c_d09	3	248.5732696127506	1.820705587766276	911	.
pv	num	c_d09	4	237.7433023236204	1.796518997606376	953	.
pv	num	d_q03	1	251.9017120089968	1.470256778632915	2473	.
pv	num	d_q03	2	246.8316533682704	1.568597160317029	1157	.
pv	num	d_q03	3	257.6230936903244	7.948374468458747	25	.
pv	num	d_q04	1	249.9286460161564	1.376207687305742	2983	.
pv	num	d_q04	2	253.0785789346187	1.907044977385626	572	.
pv	num	d_q04_t1	1	248.5404405653189	1.375862282741678	2479	.
pv	num	d_q04_t1	2	253.9621763670259	4.178723738974583	257	.
pv	num	d_q04_t1	3	260.0225904491067	2.837444767887261	246	.
pv	num	d_q04_t1	4	253.0785789346187	1.907044977385626	572	.
pv	num	neet	0	249.0843420759093	1.218195201951682	4310	.
pv	num	neet	1	242.1311698258278	1.336529776869022	1729	.
pv	num	d_q04	1	249.9286460161564	1.376207687305742	2983	.
pv	num	d_q04	2	253.0785789346187	1.907044977385626	572	.
pv	num	d_q06c	1	249.8491285963573	2.082415798528649	1219	.
pv	num	d_q06c	2	250.1071036523565	1.400073389516256	1855	.
pv	num	d_q09	1	249.4951222206857	1.645538672145809	1479	.
pv	num	d_q09	2	255.9372878878005	2.997316777257865	577	.
pv	num	d_q09	3	243.7722276305437	4.056822850030547	171	.
pv	num	d_q09	4	252.2210359783593	4.2656980139979	205	.
pv	num	d_q09	5	247.6768185260552	2.432542477971187	505	.
pv	num	d_q09	6	217.6168941495992	10.65862069256726	39	.
pv	num	paidwork5	0	240.7934165310118	1.494250452615385	1386	.
pv	num	paidwork5	1	249.1997364241332	1.120409929793582	4653	.
pv	num	paidwork12	0	242.6774066283685	1.373488342843195	1910	.
pv	num	paidwork12	1	249.2927479079983	1.177150982843559	4133	.
pv	num	nopaidworkever	0	249.1616517706346	1.096699630383906	5072	.
pv	num	nopaidworkever	1	237.727757434584	1.780713922493648	971	.
pv	num	edwork	1	247.0391926626293	2.507540550354949	398	.
pv	num	edwork	2	252.4846069533403	4.300155249236351	176	.
pv	num	edwork	3	250.1996566761369	1.26600717013856	3498	.
pv	num	edwork	4	235.3827490911296	4.215807346024418	239	.
pv	num	edwork	5	242.1565356575342	1.335492858823766	1730	.
pv	num	d_q12b	1	252.4216418266865	1.455314515412065	2109	.
pv	num	d_q12b	2	244.3404857939935	3.661668568438767	345	.
pv	num	d_q12b	3	248.9095418697064	2.77364731513775	387	.
pv	num	d_q13a	1	242.8371960386459	1.905076697858144	895	.
pv	num	d_q13a	2	255.8268003740779	2.261755690237997	828	.
pv	num	d_q13a	3	260.3551491483734	3.14682836092314	516	.
pv	num	d_q13a	4	254.3654380336659	2.103926468106461	401	.
pv	num	d_q13a	5	241.3047146022105	2.285827612851519	623	.
pv	num	d_q13b	1	244.0915592406442	1.683125376365332	831	.
pv	num	d_q13b	2	256.0379231773207	2.590384439333567	929	.
pv	num	d_q13b	3	257.991313080582	2.795405264841532	615	.
pv	num	d_q13b	4	250.566573624822	2.202789393254754	483	.
pv	num	d_q13b	5	243.7492533655341	2.178880805188747	792	.
pv	num	d_q13c	1	241.7400878802674	1.723009687834665	950	.
pv	num	d_q13c	2	258.1736357880695	2.181240692710434	979	.
pv	num	d_q13c	3	258.3808563023902	2.334384823686827	589	.
pv	num	d_q13c	4	252.6885362097766	2.190346000705136	482	.
pv	num	d_q13c	5	242.7015069751493	2.066084262266885	654	.
pv	num	f_q01b	1	239.0404789974178	3.117192204008007	389	.
pv	num	f_q01b	2	252.3479803488306	1.6850722767986	1114	.
pv	num	f_q01b	3	252.7674376267644	2.487335874933785	614	.
pv	num	f_q01b	4	251.836127391931	2.812676974080053	573	.
pv	num	f_q01b	5	245.5612644955368	1.754187298234725	1038	.
pv	num	f_q02a	1	242.3740384537103	1.964950194844219	782	.
pv	num	f_q02a	2	244.5830235322238	2.411174865782189	538	.
pv	num	f_q02a	3	257.0249179419521	2.945984799550461	332	.
pv	num	f_q02a	4	256.7886500254752	2.324724336948175	647	.
pv	num	f_q02a	5	249.4606771075336	1.58627488036843	1864	.
pv	num	f_q02b	1	248.0173383744184	1.352087479557616	2152	.
pv	num	f_q02b	2	251.9563754696928	2.078033121855047	595	.
pv	num	f_q02b	3	255.1079119408542	3.176095601877106	282	.
pv	num	f_q02b	4	252.9825571833186	2.375580397807857	377	.
pv	num	f_q02b	5	246.5199714840315	2.117678714005728	754	.
pv	num	f_q02c	1	249.3339882215245	1.222541311446969	2945	.
pv	num	f_q02c	2	249.2405874187596	2.264003741509003	547	.
pv	num	f_q02c	3	256.8386466255603	2.787227309959727	281	.
pv	num	f_q02c	4	243.7776159997199	3.064710058840479	197	.
pv	num	f_q02c	5	241.0648249753895	4.571713506327853	194	.
pv	num	f_q02d	1	247.1221486290243	1.304895531343264	2555	.
pv	num	f_q02d	2	242.1630822798826	3.439700389813761	204	.
pv	num	f_q02d	3	253.7497875809129	4.518021355707137	132	.
pv	num	f_q02d	4	254.8273919360354	4.181887146379997	171	.
pv	num	f_q02d	5	254.4281688154554	1.808225373622236	1098	.
pv	num	f_q02e	1	244.1456418872386	1.507185556406347	1593	.
pv	num	f_q02e	2	243.7667131333752	2.420063683848697	449	.
pv	num	f_q02e	3	259.7395969845124	2.979255760971305	271	.
pv	num	f_q02e	4	255.2368722648003	3.052177586610936	422	.
pv	num	f_q02e	5	253.4881892850583	1.616092763315276	1422	.
pv	num	f_q03a	1	240.9049065729704	2.004314041735776	966	.
pv	num	f_q03a	2	245.7972294834291	2.509826812349605	433	.
pv	num	f_q03a	3	259.002984108093	3.232771123348706	274	.
pv	num	f_q03a	4	261.9368774512045	2.473002663852264	522	.
pv	num	f_q03a	5	249.5260860948517	1.42986985396234	1961	.
pv	num	f_q03b	1	248.0513550976724	1.354122561275198	2594	.
pv	num	f_q03b	2	244.612472153735	3.101164449284036	322	.
pv	num	f_q03b	3	257.9126814939717	3.090712868620781	207	.
pv	num	f_q03b	4	257.3926988353049	3.08238109769565	291	.
pv	num	f_q03b	5	249.7552059015545	2.315666525698318	729	.
pv	num	f_q03c	1	239.6149778509645	1.58289332749115	1032	.
pv	num	f_q03c	2	244.7510736484244	4.311321453376122	338	.
pv	num	f_q03c	3	256.4514682417365	3.230974957770547	236	.
pv	num	f_q03c	4	263.4677888973629	3.208706920306158	449	.
pv	num	f_q03c	5	250.8833959355902	1.483898345834087	2096	.
pv	num	f_q04a	1	243.1847954528175	1.596109850143465	2034	.
pv	num	f_q04a	2	253.3132362075561	2.56653280049301	385	.
pv	num	f_q04a	3	266.0932881223707	3.088761955564999	241	.
pv	num	f_q04a	4	255.925684826724	2.21977107461591	401	.
pv	num	f_q04a	5	253.819997718752	1.59064131391463	1091	.
pv	num	f_q04b	1	246.2981810905578	1.574946411543217	2192	.
pv	num	f_q04b	2	248.3112476311171	2.313665035811348	411	.
pv	num	f_q04b	3	263.8574419466491	2.553249498493486	281	.
pv	num	f_q04b	4	253.9436882204635	2.380875220945861	400	.
pv	num	f_q04b	5	250.5938251808605	2.209895534765647	871	.
pv	num	f_q05a	1	235.6655543859416	2.04954732662181	667	.
pv	num	f_q05a	2	248.217489596501	2.353105625633304	796	.
pv	num	f_q05a	3	254.6547283058954	2.313516143158985	691	.
pv	num	f_q05a	4	258.77625322173	2.295355851471869	810	.
pv	num	f_q05a	5	248.3297079322074	1.855157056538028	1172	.
pv	num	f_q05b	1	239.3922232196038	1.773260657427399	948	.
pv	num	f_q05b	2	251.6440215069641	1.777688610663358	1233	.
pv	num	f_q05b	3	257.9741050937361	1.765910778333386	817	.
pv	num	f_q05b	4	256.4555631693104	1.869316578188389	663	.
