type_value	subject	indicator2	val_indicator2	mean	se	n	n_res
pv	num	f_q05b	5	237.3261302674191	2.770331290067966	472	.
pv	num	f_q06c	1	249.5786694817207	1.59544568119251	1373	.
pv	num	f_q06c	2	253.9015411280259	4.281707838728325	347	.
pv	num	f_q06c	3	260.0452872266575	2.877082584400468	256	.
pv	num	f_q06c	4	254.4941663270608	2.317927554602935	445	.
pv	num	f_q06c	5	244.9118810527156	1.420442921853935	1741	.
pv	num	f_q07a	1	251.0314244968373	1.231740131184615	3274	.
pv	num	f_q07a	2	244.7297471199603	2.954140672485923	348	.
pv	num	f_q07b	1	249.2410519873315	1.58835189703561	1418	.
pv	num	f_q07b	2	251.2178072767792	1.461571114057253	2237	.
pv	num	g_q01a_t1	1	248.8603352286682	1.6823096078116	1355	.
pv	num	g_q01a_t1	2	261.6406760133919	2.961369951367146	485	.
pv	num	g_q01a_t1	3	246.8437717068307	1.226235298317739	2324	.
pv	num	g_q01b_t1	1	252.2711245802486	1.775638412023371	1575	.
pv	num	g_q01b_t1	2	259.0503299534064	3.464600249939674	230	.
pv	num	g_q01b_t1	3	246.362801265199	1.221522461335941	2361	.
pv	num	g_q01c_t1	1	247.5707941811578	1.786043938968466	934	.
pv	num	g_q01c_t1	2	257.8408667452291	2.602648313515147	369	.
pv	num	g_q01c_t1	3	248.6521143148348	1.277180725369224	2863	.
pv	num	g_q01f_t1	1	247.0768735476539	1.619945510412139	1104	.
pv	num	g_q01f_t1	2	257.7426958152171	2.37705725077531	515	.
pv	num	g_q01f_t1	3	248.3060192381557	1.358623532862924	2545	.
pv	num	g_q01g_t1	1	255.1380951328614	1.757603381693319	984	.
pv	num	g_q01g_t1	2	261.2805122026605	2.513639336584082	390	.
pv	num	g_q01g_t1	3	245.5121734088659	1.357714154333216	2788	.
pv	num	g_q01h_t1	1	253.5081255034281	2.262324914327698	583	.
pv	num	g_q01h_t1	2	262.0208647427109	3.843988017330237	229	.
pv	num	g_q01h_t1	3	247.5486622308441	1.180231057745533	3350	.
pv	num	g_q03b	1	245.2602867856556	1.455058918989411	2262	.
pv	num	g_q03b	2	248.0506982295281	2.47606873095041	434	.
pv	num	g_q03b	3	258.0180975556668	2.598208063042684	291	.
pv	num	g_q03b	4	260.2390115860567	2.501363230317968	333	.
pv	num	g_q03b	5	253.5019274194681	1.945946816572464	847	.
pv	num	g_q03c	1	245.7878195703281	1.235950513709245	2986	.
pv	num	g_q03c	2	260.3082482497409	3.382615454231917	351	.
pv	num	g_q03c	3	260.4643111987189	3.631009696496607	189	.
pv	num	g_q03c	4	257.5633592345348	3.428746041027544	243	.
pv	num	g_q03c	5	255.1608756462169	2.669409357964069	395	.
pv	num	g_q03d	1	243.225374115383	1.272127056779959	1723	.
pv	num	g_q03d	2	253.3083070135268	2.269401854727606	411	.
pv	num	g_q03d	3	255.4386381205823	3.117761709601482	269	.
pv	num	g_q03d	4	256.4028926621214	2.597750556431444	458	.
pv	num	g_q03d	5	252.6889592979396	1.983308569868148	1308	.
pv	num	g_q03f	1	247.0915774452045	1.203123068279207	2987	.
pv	num	g_q03f	2	254.5719513449687	2.974531629916757	379	.
pv	num	g_q03f	3	264.7985720915267	2.651638887333714	280	.
pv	num	g_q03f	4	251.9273279942913	3.210454368812648	253	.
pv	num	g_q03f	5	246.5668490280166	2.870991923340231	267	.
pv	num	g_q03f	1	247.0915774452045	1.203123068279207	2987	.
pv	num	g_q03f	2	254.5719513449687	2.974531629916757	379	.
pv	num	g_q03f	3	264.7985720915267	2.651638887333714	280	.
pv	num	g_q03f	4	251.9273279942913	3.210454368812648	253	.
pv	num	g_q03f	5	246.5668490280166	2.870991923340231	267	.
pv	num	g_q03g	1	245.6271175705726	1.226877164949444	2952	.
pv	num	g_q03g	2	254.63489395877	3.043983898218328	291	.
pv	num	g_q03g	3	263.0777320940314	3.529355111999672	182	.
pv	num	g_q03g	4	252.988527520952	3.590434768968464	205	.
pv	num	g_q03g	5	260.4913784337857	2.292894869001594	539	.
pv	num	g_q03h	1	248.685893997872	1.186346603875111	3739	.
pv	num	g_q03h	2	257.1126816236873	3.998354289185624	169	.
pv	num	g_q03h	3	257.2115078123451	4.358228432636219	92	.
pv	num	g_q03h	4	249.6803048659144	4.90618292179319	79	.
pv	num	g_q03h	5	245.9354363431248	5.075928536565764	87	.
pv	num	g_q04	1	250.8782214910804	1.5509452731926	2113	.
pv	num	g_q04	2	247.5788768597422	1.351547031194459	2059	.
pv	num	g_q05a	1	243.5499280663242	2.855998057919511	339	.
pv	num	g_q05a	2	246.4271958548819	3.187042771766156	223	.
pv	num	g_q05a	3	262.8430235728983	4.971645775698453	164	.
pv	num	g_q05a	4	254.083494482133	2.961232405485724	395	.
pv	num	g_q05a	5	251.0713662625603	2.274737305919495	991	.
pv	num	g_q05c	1	242.6234869587707	3.873815121349	272	.
pv	num	g_q05c	2	253.7309645921175	4.632282075375861	208	.
pv	num	g_q05c	3	263.0820703314517	3.860720523397519	176	.
pv	num	g_q05c	4	252.9310324398103	2.328685826242065	455	.
pv	num	g_q05c	5	249.3828493258549	2.065293013683123	999	.
pv	num	g_q05d	1	253.4313536631251	1.751312798087674	1202	.
pv	num	g_q05d	2	244.5917818887183	3.107786250856632	275	.
pv	num	g_q05d	3	253.5434880696531	3.92243338509543	138	.
pv	num	g_q05d	4	252.044158662736	3.974251606494697	175	.
pv	num	g_q05d	5	244.3059882065853	3.801092571302952	319	.
pv	num	g_q05e	1	244.5740971302887	2.323494105366559	618	.
pv	num	g_q05e	2	248.3011158268548	2.916640355583056	318	.
pv	num	g_q05e	3	258.2266558321157	2.866495905726386	250	.
pv	num	g_q05e	4	258.6298386995391	3.327464411287966	323	.
pv	num	g_q05e	5	251.833067504793	3.046974842304973	602	.
pv	num	g_q05f	1	243.0048061910369	2.676911259673174	428	.
pv	num	g_q05f	2	245.8010065787032	4.266534881813246	230	.
pv	num	g_q05f	3	260.5594430888619	4.206722693987812	206	.
pv	num	g_q05f	4	258.8156024393159	2.676619501421275	407	.
pv	num	g_q05f	5	250.1912927450097	2.135669279678804	841	.
pv	num	g_q05g	1	254.7445907311799	1.561638272155308	1589	.
pv	num	g_q05g	2	242.2883427205525	4.94778642358529	109	.
pv	num	g_q05g	3	251.8575030531836	4.773456469756569	100	.
pv	num	g_q05g	4	245.9952954221385	4.509237395842431	89	.
pv	num	g_q05g	5	229.2612818043962	4.850295568319702	224	.
pv	num	g_q05h	1	250.4596314340016	1.674766488411058	1221	.
pv	num	g_q05h	2	252.7247332810257	3.622341019394848	260	.
pv	num	g_q05h	3	264.5855953003492	4.88433051827293	135	.
pv	num	g_q05h	4	250.1064814192818	3.989674341716516	160	.
pv	num	g_q05h	5	245.7486016535932	4.82203034204333	336	.
pv	num	g_q06	1	242.0254562011964	2.346719388883963	691	.
pv	num	g_q06	2	255.7877012165557	1.735758130061821	1280	.
pv	num	g_q06	3	253.2747563556392	4.70462590914383	138	.
pv	num	g_q07	1	251.7957272037039	1.620187973836891	1933	.
pv	num	g_q07	2	241.9178521620692	4.646383503396199	167	.
pv	num	h_q01b_t	1	252.2789457998143	1.699704089157837	2607	.
pv	num	h_q01b_t	2	256.4729838633586	2.056221024325353	444	.
pv	num	h_q01b_t	3	248.6235817337179	1.971498667576189	697	.
pv	num	h_q01b_t	4	239.48966261804	1.184974530762707	2286	.
pv	num	h_q01c_t	1	249.5746452830566	1.534639189321634	1595	.
pv	num	h_q01c_t	2	254.1281631828904	2.219380698074862	680	.
pv	num	h_q01c_t	3	251.6745250005738	2.150598780693449	989	.
pv	num	h_q01c_t	4	242.3462363936768	1.225641668842306	2772	.
pv	num	h_q01e_t	1	252.4351207933318	1.592693081282772	1624	.
pv	num	h_q01e_t	2	258.7639423043336	2.213049874210081	833	.
pv	num	h_q01e_t	3	248.0381410458356	1.58655254727424	1450	.
pv	num	h_q01e_t	4	238.5507514813313	1.338651320283188	2122	.
pv	num	j_q02a	1	246.9321060097323	1.13943408002713	3150	.
pv	num	j_q02a	2	246.3937232548723	1.494673646263006	2112	.
pv	num	j_q02c	1	247.9763204371618	1.357449004240266	2027	.
pv	num	j_q02c	2	249.854517841954	3.05738209555577	213	.
pv	num	j_q02c	3	239.6594764023979	3.541000231560519	198	.
pv	num	j_q02c	4	222.666744139234	12.02235466831992	13	.
pv	num	j_q02c	5	259.8230157830102	30.88987666875495	2	.
pv	num	j_q02c	6	246.825477369952	3.735586616244948	201	.
pv	num	j_q02c	7	220.6548431759988	10.75182655969327	14	.
pv	num	j_q02c	8	221.5941562950312	17.40561296849399	11	.
pv	num	j_q02c	9	246.9689611895106	2.66482471527647	401	.
pv	num	j_q02c	10	245.2370829932606	6.631338496318078	70	.
pv	num	j_q03a	1	247.6166957252488	1.086003664238891	4234	.
pv	num	j_q03a	2	245.8381998352584	1.445015277046132	1796	.
pv	num	j_q04a	1	246.8707774598737	1.016217294876059	5673	.
pv	num	j_q04a	2	250.315772363828	3.025826496444415	364	.
pv	num	pared	1	235.8975253248499	1.616053187003075	1722	.
pv	num	pared	2	248.0245429688572	1.198075844039544	2564	.
pv	num	pared	3	257.8955705325893	1.641450092419592	1648	.
pv	psl	edu11	2	257.5728620810308	2.709372135212101	471	.
pv	psl	edu11	3	265.2478131409889	2.419575540369238	645	.
pv	psl	edu11	4	258.7776600689285	1.914665083209021	1656	.
pv	psl	edu11	5	270.37155991297	1.643799227404577	1731	.
pv	psl	b_q02a_t1	1	265.8487598212755	1.893079554636988	1292	.
pv	psl	b_q02a_t1	2	263.0109960442213	1.503172823092963	3211	.
pv	psl	b_q01b	1	267.7876931882576	2.009409520230322	762	.
pv	psl	b_q01b	2	261.0948019175028	2.518215329468283	538	.
pv	psl	b_q01b	3	269.0594686492318	2.675891416593339	372	.
pv	psl	b_q01b	4	268.2238225867837	2.998522799245503	491	.
pv	psl	b_q01b	5	271.7006522846443	2.914816382694926	336	.
pv	psl	b_q01b	6	261.3905794948468	2.429572434822361	634	.
pv	psl	b_q01b	7	262.805348005273	4.19268318534465	156	.
pv	psl	b_q01b	8	263.2400641615098	3.515248530798596	297	.
pv	psl	b_q01b	9	256.8962746335582	2.467356268863556	435	.
pv	psl	c_d05	1	265.4402600758929	1.497038381006803	2843	.
pv	psl	c_d05	2	261.4273792945135	4.31773809018937	145	.
pv	psl	c_d05	3	261.2221619962306	1.757295878014508	1513	.
pv	psl	c_d05	4	260.1099256731669	57.64311972690331	2	.
pv	psl	c_d09	1	265.4402600758929	1.497038381006803	2843	.
pv	psl	c_d09	2	257.6536352620979	2.743206749866673	377	.
pv	psl	c_d09	3	262.6167582039141	2.228597886439956	560	.
pv	psl	c_d09	4	261.9533813545362	2.509550543842574	723	.
pv	psl	d_q03	1	266.9894941698018	1.763586426012867	1909	.
pv	psl	d_q03	2	262.1860184337981	1.979000039690287	906	.
pv	psl	d_q03	3	263.8929454170006	12.14383781738484	17	.
pv	psl	d_q04	1	266.4148920273065	1.610436991462304	2324	.
pv	psl	d_q04	2	264.1035564052665	2.684240802493493	427	.
pv	psl	d_q04_t1	1	266.1743939289766	1.727228980814684	1893	.
pv	psl	d_q04_t1	2	268.3254866166202	4.058078580667646	223	.
pv	psl	d_q04_t1	3	266.5633828054561	3.321576226469512	208	.
pv	psl	d_q04_t1	4	264.1035564052665	2.684240802493493	427	.
pv	psl	neet	0	265.416681341322	1.360626684786106	3403	.
pv	psl	neet	1	258.793318751675	2.183457273026199	1098	.
pv	psl	d_q04	1	266.4148920273065	1.610436991462304	2324	.
pv	psl	d_q04	2	264.1035564052665	2.684240802493493	427	.
pv	psl	d_q06c	1	265.2082219625871	2.005966386408748	944	.
pv	psl	d_q06c	2	265.9563553861618	1.87238588930977	1452	.
pv	psl	d_q09	1	263.0808143244734	1.964450708067211	1168	.
pv	psl	d_q09	2	273.5135567121142	2.925651422132892	451	.
pv	psl	d_q09	3	270.0428249774791	4.674052874546177	129	.
pv	psl	d_q09	4	269.843438924022	4.776578150271527	166	.
pv	psl	d_q09	5	265.8099889747911	3.000705545217563	375	.
pv	psl	d_q09	6	254.406915744704	8.426931961850805	31	.
pv	psl	paidwork5	0	261.6331397514426	2.166831085740704	965	.
pv	psl	paidwork5	1	264.5136052598054	1.374687071818437	3535	.
pv	psl	paidwork12	0	261.7719063858796	1.977876729624551	1317	.
pv	psl	paidwork12	1	264.7620348442017	1.412296149852758	3186	.
pv	psl	nopaidworkever	0	264.349548522169	1.353430494973611	3768	.
pv	psl	nopaidworkever	1	261.6015412477299	2.507699689808979	735	.
pv	psl	edwork	1	271.2318551814293	2.584261261772701	357	.
pv	psl	edwork	2	257.2082947758541	4.635152314026649	156	.
pv	psl	edwork	3	265.9400572799218	1.472655440080713	2687	.
pv	psl	edwork	4	253.3296188473016	3.868828914143037	203	.
pv	psl	edwork	5	258.9137131144406	2.178944619498326	1099	.
pv	psl	d_q12b	1	268.1158505397194	1.722289071803865	1693	.
pv	psl	d_q12b	2	263.1149266873055	4.11873147616041	269	.
pv	psl	d_q12b	3	260.6576938243651	3.046914089734321	300	.
pv	psl	d_q13a	1	261.29025795418	2.28067546645303	644	.
pv	psl	d_q13a	2	269.7311890107563	2.5148185254197	664	.
pv	psl	d_q13a	3	279.1624486697079	3.082326690175673	403	.
pv	psl	d_q13a	4	264.0111758657187	3.226000189479072	330	.
pv	psl	d_q13a	5	257.4753763889821	2.681659819773393	505	.
pv	psl	d_q13b	1	261.3723467553687	2.117663822087406	571	.
pv	psl	d_q13b	2	270.3853765067258	2.731975229655808	718	.
pv	psl	d_q13b	3	274.3729872354652	2.702215705900575	490	.
pv	psl	d_q13b	4	261.2511356896132	3.380005352174255	391	.
pv	psl	d_q13b	5	258.3938024658341	2.530367941725009	655	.
pv	psl	d_q13c	1	259.4951331490449	2.069324787192452	658	.
pv	psl	d_q13c	2	269.1130630375659	2.466642204695795	760	.
pv	psl	d_q13c	3	276.4246483763698	2.619674515070778	469	.
pv	psl	d_q13c	4	267.7638825388022	2.870281149980063	387	.
pv	psl	d_q13c	5	256.2192239073196	3.052427734192582	554	.
pv	psl	f_q01b	1	259.8413699683633	3.357001112829963	272	.
pv	psl	f_q01b	2	267.2489886398433	2.048234034998085	893	.
pv	psl	f_q01b	3	268.1270647473618	2.97304267421949	473	.
pv	psl	f_q01b	4	261.3758593609005	2.89277321649681	458	.
pv	psl	f_q01b	5	265.610522605981	2.133106689333848	805	.
pv	psl	f_q02a	1	256.702759149862	2.38514850039837	532	.
pv	psl	f_q02a	2	266.6894930618104	3.054493710324043	410	.
pv	psl	f_q02a	3	274.0596402906183	3.879780590557448	243	.
pv	psl	f_q02a	4	272.8211266535633	2.207042971450001	518	.
pv	psl	f_q02a	5	262.3001063197234	1.774733911553254	1510	.
pv	psl	f_q02b	1	261.7322756873797	1.683103904891029	1578	.
pv	psl	f_q02b	2	266.2774100150961	2.483633325580301	475	.
pv	psl	f_q02b	3	269.7530172656689	3.883299959912335	227	.
pv	psl	f_q02b	4	270.584867723244	2.826822950221252	311	.
pv	psl	f_q02b	5	265.6577366234476	3.006432162188363	621	.
pv	psl	f_q02c	1	263.3881186662487	1.535963020518055	2179	.
pv	psl	f_q02c	2	264.5231263233474	2.535647011887118	475	.
pv	psl	f_q02c	3	276.4081247752079	4.022691812552906	235	.
pv	psl	f_q02c	4	265.4434937520859	3.570024514052916	161	.
pv	psl	f_q02c	5	262.1330174334973	5.276541111005152	164	.
pv	psl	f_q02d	1	262.5027140704738	1.670767367016404	1920	.
pv	psl	f_q02d	2	260.9678911836028	4.751127458566966	164	.
pv	psl	f_q02d	3	274.005144446389	5.602497081794454	97	.
pv	psl	f_q02d	4	273.5784810009491	4.555940686466432	137	.
pv	psl	f_q02d	5	267.3547195261346	2.275967685236647	891	.
pv	psl	f_q02e	1	258.7786751518649	1.819405661383615	1134	.
pv	psl	f_q02e	2	264.2181585850685	3.465228818039856	354	.
pv	psl	f_q02e	3	270.2467336256925	4.125228166990356	197	.
pv	psl	f_q02e	4	272.6880450976776	2.979713216953288	340	.
pv	psl	f_q02e	5	267.3661125174215	2.058758703820763	1184	.
pv	psl	f_q03a	1	256.2365885730712	2.390014366618468	707	.
pv	psl	f_q03a	2	265.1430331846778	3.570494286892347	331	.
pv	psl	f_q03a	3	273.2834436991834	3.489752427569517	210	.
pv	psl	f_q03a	4	272.6127775078497	3.041821827414651	421	.
pv	psl	f_q03a	5	265.054990182254	1.766383722908413	1540	.
pv	psl	f_q03b	1	262.5465211487302	1.629064093523079	1938	.
pv	psl	f_q03b	2	255.0895835935529	3.473706535462721	266	.
pv	psl	f_q03b	3	281.3825892235283	3.723995958793604	159	.
pv	psl	f_q03b	4	273.6135954417877	3.176812099082497	236	.
pv	psl	f_q03b	5	266.9319415248462	2.712075476408045	600	.
pv	psl	f_q03c	1	255.7663114669184	2.109196544630136	756	.
pv	psl	f_q03c	2	261.5242558360831	5.04880659048482	266	.
pv	psl	f_q03c	3	276.3162922377231	3.381759253824904	184	.
pv	psl	f_q03c	4	272.3397593493152	3.587399985245308	351	.
pv	psl	f_q03c	5	266.1108836954995	1.825139536028004	1648	.
pv	psl	f_q04a	1	259.3065388132772	1.825724994576785	1460	.
pv	psl	f_q04a	2	269.7935349229352	3.30781178674928	321	.
pv	psl	f_q04a	3	277.7739856555403	4.305776864011284	170	.
pv	psl	f_q04a	4	272.8005589544312	2.483588032706166	335	.
pv	psl	f_q04a	5	265.9672477015315	2.380910344575442	914	.
pv	psl	f_q04b	1	261.2454146610448	1.938216378000861	1590	.
pv	psl	f_q04b	2	265.2967191924374	3.130602238278479	328	.
pv	psl	f_q04b	3	276.4254381131331	4.117071844392728	223	.
pv	psl	f_q04b	4	272.335915057046	2.805523739488979	320	.
pv	psl	f_q04b	5	264.2535275741764	2.623263312167403	744	.
pv	psl	f_q05a	1	252.3705765048894	2.812320570691097	480	.
pv	psl	f_q05a	2	263.0120831885829	2.365142005699564	590	.
pv	psl	f_q05a	3	267.3498919470998	2.652501453758448	527	.
pv	psl	f_q05a	4	272.2807652594665	2.490054340667213	644	.
pv	psl	f_q05a	5	263.8395041417897	2.620367982389196	946	.
pv	psl	f_q05b	1	253.9894503310779	2.406281921528643	684	.
pv	psl	f_q05b	2	263.6508429426195	2.048155607603408	937	.
pv	psl	f_q05b	3	273.2146153383374	2.368549515865083	641	.
pv	psl	f_q05b	4	270.4183175835361	2.392970239219167	545	.
pv	psl	f_q05b	5	258.8142232713816	3.890349628646683	377	.
pv	psl	f_q06c	1	267.2263015599203	1.881962074526734	1069	.
pv	psl	f_q06c	2	271.3086804552794	3.858813293430122	281	.
pv	psl	f_q06c	3	275.4244253474577	3.875767756491728	185	.
pv	psl	f_q06c	4	269.5934606650561	2.590550178540429	333	.
pv	psl	f_q06c	5	258.1639370866619	1.824854796855904	1342	.
pv	psl	f_q07a	1	265.3618408267905	1.568868890062001	2578	.
pv	psl	f_q07a	2	265.3775164846257	3.50546754641535	223	.
pv	psl	f_q07b	1	261.0111679828155	1.962301243411436	1145	.
pv	psl	f_q07b	2	268.770170236478	1.681429048767756	1684	.
pv	psl	g_q01a_t1	1	263.2368027873417	1.972026031359637	1133	.
pv	psl	g_q01a_t1	2	273.8419907538968	3.094380321257625	382	.
pv	psl	g_q01a_t1	3	263.3358144966161	1.635016936771627	1698	.
pv	psl	g_q01b_t1	1	267.0734308734164	1.999727487566591	1377	.
pv	psl	g_q01b_t1	2	277.234636772355	4.239239507209802	187	.
pv	psl	g_q01b_t1	3	261.0978880140999	1.538037852562804	1650	.
pv	psl	g_q01c_t1	1	263.1547528751751	2.096830591171527	786	.
pv	psl	g_q01c_t1	2	278.4923882119922	3.460068870425125	296	.
pv	psl	g_q01c_t1	3	263.220268784493	1.557921733199546	2132	.
pv	psl	g_q01f_t1	1	262.7575859646397	1.954150523047786	910	.
pv	psl	g_q01f_t1	2	270.3516068292174	3.253572510379468	392	.
pv	psl	g_q01f_t1	3	264.2420017569039	1.630847052549099	1911	.
pv	psl	g_q01g_t1	1	268.367657966748	2.239923107200579	830	.
pv	psl	g_q01g_t1	2	268.3503963586965	3.166651885664353	303	.
pv	psl	g_q01g_t1	3	262.5472764941511	1.737848020384254	2077	.
pv	psl	g_q01h_t1	1	268.1205463692494	2.623952712395331	497	.
pv	psl	g_q01h_t1	2	270.6287550023421	4.728951130335479	177	.
pv	psl	g_q01h_t1	3	263.4319445790069	1.523516243182132	2537	.
pv	psl	g_q03b	1	262.2482989416802	1.872285972666286	1675	.
pv	psl	g_q03b	2	261.6974486460322	3.125786672668554	366	.
pv	psl	g_q03b	3	272.8393519597321	3.329681952222679	221	.
pv	psl	g_q03b	4	272.1156349549087	2.964162626160739	266	.
pv	psl	g_q03b	5	266.1758469547827	2.322153560458883	687	.
pv	psl	g_q03c	1	261.8402287312868	1.580219080453428	2223	.
pv	psl	g_q03c	2	266.2984581999963	3.683467005621103	291	.
pv	psl	g_q03c	3	277.3673803014209	4.570685481785757	149	.
pv	psl	g_q03c	4	274.0989275006627	4.03966070590222	213	.
pv	psl	g_q03c	5	269.7232697607811	2.789732444601777	336	.
pv	psl	g_q03d	1	259.8578096111088	1.860881093066529	1179	.
pv	psl	g_q03d	2	273.5800398694212	2.971124308260918	333	.
pv	psl	g_q03d	3	267.0617586860408	3.552478878137979	212	.
pv	psl	g_q03d	4	273.4391683366053	2.722354021569003	384	.
pv	psl	g_q03d	5	263.4145579659626	2.321733787565423	1109	.
pv	psl	g_q03f	1	262.3218274913644	1.583722508868263	2178	.
pv	psl	g_q03f	2	264.6453641340913	3.30612830494701	337	.
pv	psl	g_q03f	3	276.694391318029	3.726414369070609	235	.
pv	psl	g_q03f	4	274.5300154207386	3.553163829874594	220	.
pv	psl	g_q03f	5	262.6752084120535	3.934926288283558	245	.
pv	psl	g_q03f	1	262.3218274913644	1.583722508868263	2178	.
pv	psl	g_q03f	2	264.6453641340913	3.30612830494701	337	.
pv	psl	g_q03f	3	276.694391318029	3.726414369070609	235	.
pv	psl	g_q03f	4	274.5300154207386	3.553163829874594	220	.
pv	psl	g_q03f	5	262.6752084120535	3.934926288283558	245	.
pv	psl	g_q03g	1	261.8771930436397	1.570610558342856	2190	.
pv	psl	g_q03g	2	267.9087536048228	3.898227917125499	245	.
pv	psl	g_q03g	3	278.3225939659282	4.824878662255793	146	.
pv	psl	g_q03g	4	274.8292354656551	3.813778162480309	175	.
pv	psl	g_q03g	5	267.3968955867563	2.818432465256719	460	.
pv	psl	g_q03h	1	264.0581695039085	1.458902308437994	2848	.
pv	psl	g_q03h	2	269.7644512414978	5.078721708883858	143	.
pv	psl	g_q03h	3	271.3895547130362	6.94425704057397	74	.
pv	psl	g_q03h	4	270.6156337946668	5.194302309566044	71	.
pv	psl	g_q03h	5	261.1811225049023	6.108890421316924	77	.
pv	psl	g_q04	1	266.2949243509336	1.792505837190033	1885	.
pv	psl	g_q04	2	262.2435083354081	1.736238061847146	1333	.
pv	psl	g_q05a	1	263.0635556985975	2.451010395769496	285	.
pv	psl	g_q05a	2	265.3927065712971	4.298921866256009	200	.
pv	psl	g_q05a	3	266.5546682200768	4.862481281460036	149	.
pv	psl	g_q05a	4	274.2735588145257	3.494637349914896	353	.
pv	psl	g_q05a	5	264.4497396149701	2.517853085195722	897	.
pv	psl	g_q05c	1	262.3041413318576	3.509789692799568	219	.
pv	psl	g_q05c	2	266.3933253881315	3.894905129700477	187	.
pv	psl	g_q05c	3	275.9242288615219	5.07902378838183	152	.
pv	psl	g_q05c	4	274.677336672646	2.581307473074844	409	.
pv	psl	g_q05c	5	261.7504859081425	2.405874401711295	915	.
pv	psl	g_q05d	1	268.6190861555515	2.022474658271185	1055	.
pv	psl	g_q05d	2	258.2354230160159	3.777406642392194	244	.
pv	psl	g_q05d	3	271.6571799606892	4.756900386452696	127	.
pv	psl	g_q05d	4	273.9923926508211	3.858558892942732	163	.
pv	psl	g_q05d	5	257.656371406288	4.272511054364303	292	.
pv	psl	g_q05e	1	263.4153286088692	2.424328970687691	533	.
pv	psl	g_q05e	2	265.1660519157318	3.028272513171503	288	.
pv	psl	g_q05e	3	268.1454369304274	3.895358919028134	223	.
pv	psl	g_q05e	4	274.5540961943857	3.445972878370618	292	.
pv	psl	g_q05e	5	264.6245426720769	3.129298619343403	548	.
pv	psl	g_q05f	1	261.0344058031963	2.527017388358853	355	.
pv	psl	g_q05f	2	261.4639961674451	4.192843492965761	210	.
pv	psl	g_q05f	3	274.5006898493341	4.605480877290663	187	.
pv	psl	g_q05f	4	279.6132743573087	2.831964891291221	375	.
pv	psl	g_q05f	5	261.3411401361709	2.351509227398517	757	.
pv	psl	g_q05g	1	270.4982077205664	1.896039124900113	1422	.
pv	psl	g_q05g	2	253.7772816983984	7.13794961684759	96	.
pv	psl	g_q05g	3	254.1347242582576	5.727098700648473	87	.
pv	psl	g_q05g	4	261.9501173826945	4.189009416066486	76	.
pv	psl	g_q05g	5	250.987750076918	4.547453802863513	202	.
pv	psl	g_q05h	1	266.5576940357982	1.991190138164147	1080	.
pv	psl	g_q05h	2	261.0463509701029	3.608875462489829	239	.
pv	psl	g_q05h	3	267.3977472245729	5.656684901852614	122	.
pv	psl	g_q05h	4	269.5300976517703	4.201113865939698	143	.
pv	psl	g_q05h	5	267.606003946887	4.284842383895153	300	.
pv	psl	g_q06	1	260.2522281261628	2.476851311798284	611	.
pv	psl	g_q06	2	270.0956643586962	2.129870095253845	1142	.
pv	psl	g_q06	3	262.7227138462037	4.538650124603507	130	.
pv	psl	g_q07	1	266.5182589670571	1.857898071468442	1734	.
pv	psl	g_q07	2	263.1839328200047	5.033424110169389	140	.
pv	psl	h_q01b_t	1	264.8802713546165	1.86760889535727	2239	.
pv	psl	h_q01b_t	2	274.5279891338178	2.646762393630371	364	.
pv	psl	h_q01b_t	3	268.8315710977839	2.80559759865304	540	.
pv	psl	h_q01b_t	4	257.3514753214941	1.58858033146095	1357	.
pv	psl	h_q01c_t	1	262.9376289534589	2.000625149336817	1204	.
pv	psl	h_q01c_t	2	271.5260659554128	2.594730916358473	516	.
pv	psl	h_q01c_t	3	268.6184375149289	2.308478224804182	805	.
pv	psl	h_q01c_t	4	260.4152468315073	1.605249615232632	1975	.
pv	psl	h_q01e_t	1	268.3664062385372	1.922648065546567	1285	.
pv	psl	h_q01e_t	2	271.0796058776271	2.76363853631547	647	.
pv	psl	h_q01e_t	3	264.9257232918088	2.097536456623416	1151	.
pv	psl	h_q01e_t	4	256.1591691686253	1.593255570036997	1413	.
pv	psl	j_q02a	1	263.0986377678601	1.504579547043409	2296	.
pv	psl	j_q02a	2	265.1936621579272	1.724903363194683	1653	.
pv	psl	j_q02c	1	264.043595184184	1.757892812548182	1553	.
pv	psl	j_q02c	2	252.2991843057054	4.187611958288476	143	.
pv	psl	j_q02c	3	254.4256244106258	4.839801024250223	126	.
pv	psl	j_q02c	4	247.3699903620743	15.62149807012233	10	.
pv	psl	j_q02c	5	240.4496063232422	11.39503984833485	1	.
pv	psl	j_q02c	6	264.7887499381878	4.492306289819472	95	.
pv	psl	j_q02c	7	255.6850497523932	15.44804032692258	7	.
pv	psl	j_q02c	8	224.373479682339	15.74217947967248	10	.
pv	psl	j_q02c	9	268.1622564285862	2.738210301494693	306	.
pv	psl	j_q02c	10	256.9150053501648	8.531049359584292	45	.
pv	psl	j_q03a	1	263.5702782741325	1.453665890580449	3034	.
pv	psl	j_q03a	2	264.4128167054665	1.60741226028895	1465	.
pv	psl	j_q04a	1	264.2129124029497	1.29549910859223	4305	.
pv	psl	j_q04a	2	255.6384861992557	3.520558190215203	198	.
pv	psl	pared	1	250.1779330200984	1.98052860677364	999	.
pv	psl	pared	2	263.9147848944661	1.58380390710122	2012	.
pv	psl	pared	3	273.197298178136	1.754105363582355	1420	.
