type_value	subject	region	region_level	indicator2	val_indicator2	mean	se	n	n_res
lev2	lit	regs	1	age_gr	1	.7910487952577983	.072904207443974	94	.
lev2	lit	regs	1	age_gr	2	.7523554643508138	.0550424163910204	141	.
lev2	lit	regs	1	age_gr	3	.7958844786328763	.0758826534175502	32	.
lev2	lit	regs	1	lnghome	1	.6985598485553568	.0549245231072217	107	.
lev2	lit	regs	1	lnghome	2	.8175101854656335	.0543726836150159	156	.
lev2	lit	regs	1	lnghome	3	.8764433058284522	.3495826785063978	3	.
lev2	lit	regs	1	gender	1	.7749293000162424	.0570006231028965	131	.
lev2	lit	regs	1	gender	2	.7715759170931342	.0468212052982637	136	.
lev2	lit	regs	1	edu11	2	.7392368597157036	.107236618955293	39	.
lev2	lit	regs	1	edu11	3	.7830725880146718	.0659092686278611	62	.
lev2	lit	regs	1	edu11	4	.7781642863249008	.0477502530090627	166	.
lev2	lit	regs	1	vet	0	.7746998050529208	.0496712142411971	143	.
lev2	lit	regs	1	vet	1	.8131168895058676	.054286409667061	63	.
lev2	lit	regs	2	age_gr	1	.6927172039968595	.1006717775825781	61	.
lev2	lit	regs	2	age_gr	2	.7071718187516034	.0648325282533597	155	.
lev2	lit	regs	2	age_gr	3	.8155670566541342	.06528551018176	58	.
lev2	lit	regs	2	lnghome	1	.6582715106188186	.102743870832336	44	.
lev2	lit	regs	2	lnghome	2	.7458784460466781	.0498137438557479	227	.
lev2	lit	regs	2	gender	1	.7080991359356053	.0757838846576796	114	.
lev2	lit	regs	2	gender	2	.7508820310466501	.0643260186658424	160	.
lev2	lit	regs	2	edu11	2	.63348060597279	.1044810048609363	48	.
lev2	lit	regs	2	edu11	3	.7171419373614588	.0851134043073035	130	.
lev2	lit	regs	2	edu11	4	.803800748264369	.0713512649849344	96	.
lev2	lit	regs	2	vet	0	.7828594950940215	.0779465259667389	75	.
lev2	lit	regs	2	vet	1	.7792397667927797	.0682002799884231	109	.
lev2	lit	regs	3	age_gr	1	.5311756768909319	.1349554116919431	25	.
lev2	lit	regs	3	age_gr	2	.3648783211451967	.0688904638906673	88	.
lev2	lit	regs	3	age_gr	3	.3352434187232738	.1271010637188201	30	.
lev2	lit	regs	3	lnghome	1	.4310551589286501	.0878587954240796	96	.
lev2	lit	regs	3	lnghome	2	.3334811926624285	.0981509660280418	42	.
lev2	lit	regs	3	lnghome	3	.9999999999999999	1.22739773543e-16	1	.
lev2	lit	regs	3	gender	1	.3879845967538592	.085400354076718	71	.
lev2	lit	regs	3	gender	2	.3991854656387639	.0743680337898901	72	.
lev2	lit	regs	3	edu11	2	.3604056986069277	.1700980486796658	20	.
lev2	lit	regs	3	edu11	3	.4047856595500684	.0638589555682107	88	.
lev2	lit	regs	3	edu11	4	.3838474373265341	.1246111190459335	35	.
lev2	lit	regs	3	vet	0	.476129466502455	.1316022857619099	27	.
lev2	lit	regs	3	vet	1	.3769268183183146	.0682247704313147	92	.
lev2	lit	regs	4	age_gr	1	.3328657414379805	.0779697420590282	59	.
lev2	lit	regs	4	age_gr	2	.436019176947357	.0666935646313692	113	.
lev2	lit	regs	4	age_gr	3	.48601420125476	.0998007075275715	39	.
lev2	lit	regs	4	lnghome	1	.3929610090066001	.0503428393043589	149	.
lev2	lit	regs	4	lnghome	2	.5041733777134619	.1016995571799276	56	.
lev2	lit	regs	4	gender	1	.4212074755095478	.063441168798328	75	.
lev2	lit	regs	4	gender	2	.4130355667927471	.0546775876969577	136	.
lev2	lit	regs	4	edu11	2	.3988845785774228	.1010409592070869	23	.
lev2	lit	regs	4	edu11	3	.3565986450113726	.0487023087719121	144	.
lev2	lit	regs	4	edu11	4	.5984154042370389	.1380154273596245	43	.
lev2	lit	regs	4	vet	0	.5492611826416318	.1561510900096281	36	.
lev2	lit	regs	4	vet	1	.367846748552369	.0637285930017498	120	.
lev2	lit	regs	5	age_gr	1	.904502707806264	.034010118581055	112	.
lev2	lit	regs	5	age_gr	2	.8883686188065594	.0216427229168141	555	.
lev2	lit	regs	5	age_gr	3	.9247751211801503	.0369416483882589	131	.
lev2	lit	regs	5	lnghome	1	.8923058592813293	.0263385359015875	405	.
lev2	lit	regs	5	lnghome	2	.8996550545163895	.0268899133969468	299	.
lev2	lit	regs	5	lnghome	3	.9166696646266228	.0380412063173283	90	.
lev2	lit	regs	5	gender	1	.9106949824844893	.0267509011329602	278	.
lev2	lit	regs	5	gender	2	.8861703410678119	.0249052544289003	520	.
lev2	lit	regs	5	edu11	2	.8455143385758669	.0675958578145945	76	.
lev2	lit	regs	5	edu11	3	.8893729222547588	.0253850275783349	433	.
lev2	lit	regs	5	edu11	4	.9264631273671959	.0212234432664708	288	.
lev2	lit	regs	5	vet	0	.9209581121515774	.0257845007316328	237	.
lev2	lit	regs	5	vet	1	.9020455015079381	.0321177379269565	287	.
lev2	lit	regs	6	age_gr	1	.406653282121542	.148860579495571	24	.
lev2	lit	regs	6	age_gr	2	.6916292689332928	.0950936220048622	120	.
lev2	lit	regs	6	age_gr	3	.7204086607682683	.1070452041562167	43	.
lev2	lit	regs	6	lnghome	1	.7768947314596775	.1502788566951196	23	.
lev2	lit	regs	6	lnghome	2	.6439162539083989	.0775349900048604	158	.
lev2	lit	regs	6	lnghome	3	.7616066220584843	.3880581025183427	3	.
lev2	lit	regs	6	gender	1	.6589432341256549	.0957029740876	74	.
lev2	lit	regs	6	gender	2	.6749458965388245	.085433967782319	113	.
lev2	lit	regs	6	edu11	2	.5958886650195692	.1312144277622046	34	.
lev2	lit	regs	6	edu11	3	.6439127883264217	.0892307007726537	106	.
lev2	lit	regs	6	edu11	4	.7822900194558683	.0870345165469925	47	.
lev2	lit	regs	6	vet	0	.7762690442982594	.0884362582331595	45	.
lev2	lit	regs	6	vet	1	.6396095147122285	.1028864967764742	75	.
lev2	lit	regs	7	age_gr	1	.7062489459812267	.1385053808009317	30	.
lev2	lit	regs	7	age_gr	2	.6677820663854923	.0767263055587198	115	.
lev2	lit	regs	7	age_gr	3	.6685713744758	.0772296881376885	71	.
lev2	lit	regs	7	lnghome	1	.6190472886982592	.1070363350097706	39	.
lev2	lit	regs	7	lnghome	2	.6831169658825863	.063569067996674	174	.
lev2	lit	regs	7	gender	1	.607865104525616	.0710143052612834	75	.
lev2	lit	regs	7	gender	2	.7221022509874672	.0626145975133258	141	.
lev2	lit	regs	7	edu11	2	.5718452958108058	.1030085130578328	46	.
lev2	lit	regs	7	edu11	3	.6435740095730201	.0783550405690098	94	.
lev2	lit	regs	7	edu11	4	.7844134545766992	.0682612420402118	76	.
lev2	lit	regs	7	vet	0	.7856593259681656	.0766282784713	59	.
lev2	lit	regs	7	vet	1	.6382691626650092	.0829212826727949	81	.
lev2	lit	regs	8	age_gr	1	.8667758150248439	.0559723349646098	65	.
lev2	lit	regs	8	age_gr	2	.7984928222712137	.0514679602893162	347	.
lev2	lit	regs	8	age_gr	3	.7385003301381904	.0649381935781482	126	.
lev2	lit	regs	8	lnghome	1	.7280368417453995	.0767731052030449	156	.
lev2	lit	regs	8	lnghome	2	.8229783950350009	.0359348291550074	381	.
lev2	lit	regs	8	gender	1	.77625369286099	.0610359009777483	214	.
lev2	lit	regs	8	gender	2	.8068983237727303	.0395853467750802	324	.
lev2	lit	regs	8	edu11	2	.7618636293086049	.1046124689657481	55	.
lev2	lit	regs	8	edu11	3	.7859889839094323	.0478579458516093	329	.
lev2	lit	regs	8	edu11	4	.8201813810993237	.0559699113183196	154	.
lev2	lit	regs	8	vet	0	.8156432743126766	.0611832674724286	137	.
lev2	lit	regs	8	vet	1	.7864451481225733	.0563401719679701	262	.
lev2	lit	regs	9	age_gr	1	.851412331984692	.0453822805537896	134	.
lev2	lit	regs	9	age_gr	2	.8961530515379671	.0261993735932233	422	.
lev2	lit	regs	9	age_gr	3	.9330995363038335	.033371878374098	131	.
lev2	lit	regs	9	lnghome	1	.8705396987591872	.0357264896053154	285	.
lev2	lit	regs	9	lnghome	2	.9119670968799375	.0216707100384829	381	.
lev2	lit	regs	9	lnghome	3	.9107975832374032	.095417718813287	10	.
lev2	lit	regs	9	gender	1	.9125640356703439	.0326595466578247	248	.
lev2	lit	regs	9	gender	2	.8789576796714237	.0277892103516516	439	.
lev2	lit	regs	9	edu11	2	.8855313641757501	.06598770631758	45	.
lev2	lit	regs	9	edu11	3	.9166405406237865	.0284766938830947	266	.
