type_value	subject	region	region_level	indicator2	val_indicator2	mean	se	n	n_res
pv	num	regs	1	age_gr	3	247.6160436628586	7.392011094619311	32	.
pv	num	regs	1	lnghome	1	239.6528235003362	4.373595753096273	107	.
pv	num	regs	1	lnghome	2	253.8198074931506	5.079013964798057	156	.
pv	num	regs	1	lnghome	3	245.7570315506558	28.97157794900714	3	.
pv	num	regs	1	gender	1	249.3280907717619	4.490296509517943	131	.
pv	num	regs	1	gender	2	247.5583754036449	3.917862179780945	136	.
pv	num	regs	1	edu11	2	245.4284669441436	7.772823119263358	39	.
pv	num	regs	1	edu11	3	246.2431133275505	5.016661204040717	62	.
pv	num	regs	1	edu11	4	250.1613499344605	4.335716480711767	166	.
pv	num	regs	1	vet	0	250.5219844314136	4.395979191399573	143	.
pv	num	regs	1	vet	1	247.6786471910551	5.184951762913549	63	.
pv	num	regs	2	age_gr	1	235.6013063668744	6.397386734761445	61	.
pv	num	regs	2	age_gr	2	245.5680678424154	5.935617052467849	155	.
pv	num	regs	2	age_gr	3	253.1689345033975	6.041919431790709	58	.
pv	num	regs	2	lnghome	1	237.7795550580506	7.762808212763992	44	.
pv	num	regs	2	lnghome	2	246.9625252588828	4.311238411521079	227	.
pv	num	regs	2	gender	1	244.0204733824853	6.864588047773518	114	.
pv	num	regs	2	gender	2	246.7524608808344	5.375574450834906	160	.
pv	num	regs	2	edu11	2	238.7335970923448	5.288225476300189	48	.
pv	num	regs	2	edu11	3	242.0118161290861	8.601846987259302	130	.
pv	num	regs	2	edu11	4	253.9957455253686	5.033672158911244	96	.
pv	num	regs	2	vet	0	251.5596593439662	5.68465970900151	75	.
pv	num	regs	2	vet	1	250.8039689037734	7.3287497815345	109	.
pv	num	regs	3	age_gr	1	213.5936306158331	8.367385243085753	25	.
pv	num	regs	3	age_gr	2	208.4514382474213	7.616298283629655	88	.
pv	num	regs	3	age_gr	3	205.6120636081284	6.883728742147051	30	.
pv	num	regs	3	lnghome	1	212.1121513960231	6.505114870606686	96	.
pv	num	regs	3	lnghome	2	204.4227782349933	5.272740542005167	42	.
pv	num	regs	3	lnghome	3	307.1776184082032	18.64335967422038	1	.
pv	num	regs	3	gender	1	208.1872683028082	6.967014066883683	71	.
pv	num	regs	3	gender	2	209.8827714262199	6.080185884047908	72	.
pv	num	regs	3	edu11	2	209.1258598535024	10.3843369527623	20	.
pv	num	regs	3	edu11	3	208.1919240044681	7.775324338844801	88	.
pv	num	regs	3	edu11	4	210.5793350112259	10.02290464938214	35	.
pv	num	regs	3	vet	0	220.3472963186563	6.684482045942087	27	.
pv	num	regs	3	vet	1	204.8865335144496	7.920583554249053	92	.
pv	num	regs	4	age_gr	1	211.4315076943162	8.064769460216038	59	.
pv	num	regs	4	age_gr	2	226.6844584552246	7.119979986250628	113	.
pv	num	regs	4	age_gr	3	224.5866452926091	7.668744236438968	39	.
pv	num	regs	4	lnghome	1	221.9799537057133	6.993671166906367	149	.
pv	num	regs	4	lnghome	2	221.0068326994495	9.105137623096368	56	.
pv	num	regs	4	gender	1	221.2075652627129	7.401477589494608	75	.
pv	num	regs	4	gender	2	221.9890180166948	6.136754860155441	136	.
pv	num	regs	4	edu11	2	219.7452130661496	12.31124427454577	23	.
pv	num	regs	4	edu11	3	215.8913838930233	6.58215160048863	144	.
pv	num	regs	4	edu11	4	240.0422359917064	9.842611123674555	43	.
pv	num	regs	4	vet	0	236.3646638605037	10.55608914791078	36	.
pv	num	regs	4	vet	1	216.8253589249442	7.998898808463867	120	.
pv	num	regs	5	age_gr	1	264.5100620339039	3.672007991738822	112	.
pv	num	regs	5	age_gr	2	262.4235746248313	2.447008300483811	555	.
pv	num	regs	5	age_gr	3	263.4314401600244	2.849582438087856	131	.
pv	num	regs	5	lnghome	1	262.5729732581624	2.29418470661366	405	.
pv	num	regs	5	lnghome	2	263.370398376444	2.912623341278733	299	.
pv	num	regs	5	lnghome	3	264.1934605400011	4.009329990384932	90	.
pv	num	regs	5	gender	1	264.6496315894742	2.412157909635982	278	.
pv	num	regs	5	gender	2	261.5231366911585	2.945701867800216	520	.
pv	num	regs	5	edu11	2	252.9421779307557	4.021846520491975	76	.
pv	num	regs	5	edu11	3	259.72561354494	1.834783586212688	433	.
pv	num	regs	5	edu11	4	271.6751025676102	3.299167130778661	288	.
pv	num	regs	5	vet	0	269.2692180071222	3.91816798153193	237	.
pv	num	regs	5	vet	1	262.8958392434486	2.472140658379957	287	.
pv	num	regs	6	age_gr	1	225.6805476747576	10.61777971428851	24	.
pv	num	regs	6	age_gr	2	235.939146659822	8.321062842685077	120	.
pv	num	regs	6	age_gr	3	236.8824454046362	5.859632020193859	43	.
pv	num	regs	6	lnghome	1	253.4857552321169	12.81633845393644	23	.
pv	num	regs	6	lnghome	2	231.9043919617729	6.010231445506782	158	.
pv	num	regs	6	lnghome	3	229.0243984176871	27.44358174164588	3	.
pv	num	regs	6	gender	1	238.3666581482085	7.968661244703552	74	.
pv	num	regs	6	gender	2	231.4970895787442	6.197822306118454	113	.
pv	num	regs	6	edu11	2	234.0937266150822	8.296562179080057	34	.
pv	num	regs	6	edu11	3	230.8198623885061	7.193085287989325	106	.
pv	num	regs	6	edu11	4	245.8457056747874	9.714884554827162	47	.
pv	num	regs	6	vet	0	245.2157854910784	9.964391532663997	45	.
pv	num	regs	6	vet	1	229.7811158789308	7.604070472996592	75	.
pv	num	regs	7	age_gr	1	248.8757305160383	13.88283340812806	30	.
pv	num	regs	7	age_gr	2	238.7250628262134	7.845400695970668	115	.
pv	num	regs	7	age_gr	3	241.0609173362503	6.129515071932722	71	.
pv	num	regs	7	lnghome	1	234.4165935424603	10.14792250825826	39	.
pv	num	regs	7	lnghome	2	242.1918405811166	6.432594682250323	174	.
pv	num	regs	7	gender	1	236.2713105623982	6.021925770668952	75	.
pv	num	regs	7	gender	2	244.1977660880326	6.798117990772893	141	.
pv	num	regs	7	edu11	2	225.5310869671694	7.57482384319155	46	.
pv	num	regs	7	edu11	3	239.1576624647	5.944473973936049	94	.
pv	num	regs	7	edu11	4	253.9724073666615	7.694568100056435	76	.
pv	num	regs	7	vet	0	252.7961228763842	7.89789896446378	59	.
pv	num	regs	7	vet	1	238.6498175114296	6.911869393613967	81	.
pv	num	regs	8	age_gr	1	255.3082461728017	4.055076027402475	65	.
pv	num	regs	8	age_gr	2	257.7007391748072	3.448004445628984	347	.
pv	num	regs	8	age_gr	3	252.3867696658579	5.9125831867701	126	.
pv	num	regs	8	lnghome	1	251.8546079760183	5.483165596102936	156	.
pv	num	regs	8	lnghome	2	258.0725592387141	3.396566263855327	381	.
pv	num	regs	8	gender	1	255.7220125243823	4.101417325142267	214	.
pv	num	regs	8	gender	2	256.3490415039373	3.339329849762587	324	.
pv	num	regs	8	edu11	2	254.0610262599932	7.452296785617377	55	.
pv	num	regs	8	edu11	3	253.5000429425404	3.355525127382462	329	.
pv	num	regs	8	edu11	4	262.874211974412	4.286155069163891	154	.
pv	num	regs	8	vet	0	262.3036773252596	4.580501685224029	137	.
pv	num	regs	8	vet	1	254.8119957660833	3.726704169502257	262	.
pv	num	regs	9	age_gr	1	263.5350978186419	4.773258169443749	134	.
pv	num	regs	9	age_gr	2	267.227666600516	4.032934422283518	422	.
pv	num	regs	9	age_gr	3	267.9166138250469	3.33185575411419	131	.
pv	num	regs	9	lnghome	1	263.0413296751549	3.912386465176119	285	.
pv	num	regs	9	lnghome	2	269.6052587181204	2.960040518460819	381	.
pv	num	regs	9	lnghome	3	259.0222731250049	11.73008022388987	10	.
pv	num	regs	9	gender	1	269.7283331893725	4.240052275202808	248	.
pv	num	regs	9	gender	2	263.9940620346409	2.887794929506009	439	.
pv	num	regs	9	edu11	2	263.3071831659905	6.295237711316607	45	.
pv	num	regs	9	edu11	3	267.5308171982029	2.879721581901225	266	.
pv	num	regs	9	edu11	4	266.3108762216919	4.363432752666931	376	.
pv	num	regs	9	vet	0	265.9489388837669	4.671012155451367	329	.
pv	num	regs	9	vet	1	270.17497576469	3.128836718910244	204	.
pv	num	regs	10	age_gr	1	246.0905288180487	5.030305988152181	50	.
pv	num	regs	10	age_gr	2	256.0224336847621	3.818814625288486	170	.
pv	num	regs	10	age_gr	3	250.7533052380709	5.175614433930857	72	.
pv	num	regs	10	lnghome	1	249.0118495901025	5.129104534822948	105	.
pv	num	regs	10	lnghome	2	255.6676429671135	3.115786403745344	186	.
pv	num	regs	10	gender	1	251.4779354226236	3.701658669998867	132	.
pv	num	regs	10	gender	2	254.9869200170558	3.623212718014984	160	.
pv	num	regs	10	edu11	2	246.3963620182195	5.072786950161031	52	.
pv	num	regs	10	edu11	3	251.1702047484608	4.723165480032345	132	.
pv	num	regs	10	edu11	4	259.0090872842679	3.609050214387413	108	.
pv	num	regs	10	vet	0	257.5239434367338	3.755999858418682	88	.
pv	num	regs	10	vet	1	254.7310235097419	5.317853136948683	125	.
pv	num	regs	11	age_gr	1	228.2960454641897	7.660653817340674	54	.
pv	num	regs	11	age_gr	2	231.2382888708023	3.080888218889787	205	.
pv	num	regs	11	age_gr	3	219.3886230022335	5.205543647970508	88	.
pv	num	regs	11	lnghome	1	221.3181006652635	3.189124593343586	205	.
pv	num	regs	11	lnghome	2	239.4217809328048	4.534299668783082	141	.
pv	num	regs	11	lnghome	3	256.7018905639649	13.2491618390167	1	.
pv	num	regs	11	gender	1	227.4576943491408	3.783375407221541	142	.
pv	num	regs	11	gender	2	228.0400241540091	4.255205103023274	205	.
pv	num	regs	11	edu11	2	217.7817825991139	6.636307900316971	50	.
pv	num	regs	11	edu11	3	226.3936807195859	5.039112240224347	175	.
pv	num	regs	11	edu11	4	234.4080131508897	3.685046817403939	122	.
pv	num	regs	11	vet	0	236.6444734193006	3.550523806348735	103	.
pv	num	regs	11	vet	1	224.5734475085614	4.600228007472211	144	.
pv	num	regs	12	age_gr	1	242.9112645440567	5.323895763445728	98	.
pv	num	regs	12	age_gr	2	246.2367173405067	3.203725500237007	437	.
pv	num	regs	12	age_gr	3	251.3178425164242	4.774449995747489	152	.
pv	num	regs	12	lnghome	1	242.9294953901655	4.097390471183669	435	.
pv	num	regs	12	lnghome	2	253.9537013929357	3.76561696221761	217	.
pv	num	regs	12	lnghome	3	255.401891731015	9.162098817435556	28	.
pv	num	regs	12	gender	1	247.1922602402787	3.403828208896829	271	.
pv	num	regs	12	gender	2	246.3509207979167	3.679524359387917	416	.
pv	num	regs	12	edu11	2	240.3850273573553	5.335904963873277	162	.
pv	num	regs	12	edu11	3	248.881917071973	3.553818444137821	278	.
pv	num	regs	12	edu11	4	249.455259804372	3.442878408308923	247	.
pv	num	regs	12	vet	0	249.9966569898921	3.736503361190904	212	.
pv	num	regs	12	vet	1	250.5555978774836	3.615491291238898	205	.
pv	num	regs	13	age_gr	1	241.0927804947167	10.65354693971783	23	.
pv	num	regs	13	age_gr	2	237.0529588223121	6.259979405863	127	.
pv	num	regs	13	age_gr	3	235.7846826393683	8.280055934983757	46	.
pv	num	regs	13	lnghome	1	237.3080701508085	6.945607415465272	170	.
pv	num	regs	13	lnghome	2	238.4831592589613	10.11561981995002	26	.
pv	num	regs	13	gender	1	240.2049095354982	7.421943065586735	90	.
pv	num	regs	13	gender	2	234.2046917934349	6.205362939354742	106	.
pv	num	regs	13	edu11	2	243.5509246788159	9.142244624685606	6	.
pv	num	regs	13	edu11	3	235.0863869632461	11.13303165244537	61	.
pv	num	regs	13	edu11	4	238.3864190848204	5.970638097027122	129	.
pv	num	regs	13	vet	0	240.1696414787581	5.669754612692111	83	.
pv	num	regs	13	vet	1	235.4125811156745	8.189402589371984	85	.
pv	num	regs	14	age_gr	1	224.244812217491	6.471300637232164	29	.
pv	num	regs	14	age_gr	2	225.3466393617061	3.286230927458489	159	.
pv	num	regs	14	age_gr	3	220.7386111972363	5.430691920988922	57	.
pv	num	regs	14	lnghome	1	219.5613103760739	4.175491558917569	97	.
pv	num	regs	14	lnghome	2	226.7035729923003	3.306063691503867	147	.
pv	num	regs	14	lnghome	3	238.4385208129883	11.41360062716664	1	.
pv	num	regs	14	gender	1	222.2436992552525	4.326119811788478	106	.
pv	num	regs	14	gender	2	225.9942610693132	3.605013401847196	139	.
pv	num	regs	14	edu11	2	212.0470391854902	7.581533346848378	28	.
pv	num	regs	14	edu11	3	223.608397773858	4.799820097800824	131	.
pv	num	regs	14	edu11	4	230.8618870422274	4.978445797082219	86	.
pv	num	regs	14	vet	0	231.0829649520907	4.75758052620958	81	.
pv	num	regs	14	vet	1	227.2556409493241	4.733550333788043	83	.
pv	num	regs	15	age_gr	1	247.4012864418371	4.583524501697009	66	.
